0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 장애물 수: 1, 최종 점수: 45.20,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.22,클러스터 a 도착,(9.70,-0.43,-0.06)
3.22,클러스터 a 수거 시작,(9.70,-0.43,-0.06)
56.82,클러스터 a 수거 완료,(25.38,0.08,-7.23)
56.82,[선택 이유: d] 거리: 49.4, 장애물 수: 5, 최종 점수: 74.44,(25.38,0.08,-7.23)
56.82,클러스터 a → d,(25.38,0.08,-7.23)
56.82,알고리즘 사용됨: Greedy,(25.38,0.08,-7.23)
56.82,클러스터 d로 이동 시작,(25.38,0.08,-7.23)
62.38,클러스터 d 도착,(38.23,-0.41,32.22)
62.38,클러스터 d 수거 시작,(38.23,-0.41,32.22)
78.78,클러스터 d 수거 완료,(52.25,0.04,42.06)
78.78,[선택 이유: e] 거리: 92.3, 장애물 수: 0, 최종 점수: 92.27,(52.25,0.04,42.06)
78.78,클러스터 d → e,(52.25,0.04,42.06)
78.78,알고리즘 사용됨: Greedy,(52.25,0.04,42.06)
78.78,클러스터 e로 이동 시작,(52.25,0.04,42.06)
91.02,클러스터 e 도착,(-36.14,-0.38,40.84)
91.02,클러스터 e 수거 시작,(-36.14,-0.38,40.84)
98.06,클러스터 e 수거 완료,(-37.22,-0.16,45.40)
98.06,[선택 이유: b] 거리: 20.1, 장애물 수: 5, 최종 점수: 45.12,(-37.22,-0.16,45.40)
98.06,클러스터 e → b,(-37.22,-0.16,45.40)
98.06,알고리즘 사용됨: Greedy,(-37.22,-0.16,45.40)
98.06,클러스터 b로 이동 시작,(-37.22,-0.16,45.40)
99.82,클러스터 b 도착,(-26.65,-0.37,39.37)
99.82,클러스터 b 수거 시작,(-26.65,-0.37,39.37)
117.34,클러스터 b 수거 완료,(-21.85,0.16,22.72)
117.34,[선택 이유: c] 거리: 43.5, 장애물 수: 6, 최종 점수: 73.49,(-21.85,0.16,22.72)
117.34,클러스터 b → c,(-21.85,0.16,22.72)
117.34,알고리즘 사용됨: Greedy,(-21.85,0.16,22.72)
117.34,클러스터 c로 이동 시작,(-21.85,0.16,22.72)
121.58,클러스터 c 도착,(-27.46,-0.48,-8.36)
121.58,클러스터 c 수거 시작,(-27.46,-0.48,-8.36)
151.84,클러스터 c 수거 완료,(-48.11,0.52,-24.60)
151.84,모든 클러스터 수거 완료,(-48.11,0.52,-24.60)
151.84,클러스터 a 수거율: 80.7%,(-48.11,0.52,-24.60)
151.84,클러스터 b 수거율: 81.0%,(-48.11,0.52,-24.60)
151.84,클러스터 c 수거율: 74.1%,(-48.11,0.52,-24.60)
151.84,클러스터 d 수거율: 69.5%,(-48.11,0.52,-24.60)
151.84,클러스터 e 수거율: 100.0%,(-48.11,0.52,-24.60)
151.84,장애물 충돌 횟수: 0,(-48.11,0.52,-24.60)
151.84,총 이동 거리: 1050.79m,(-48.11,0.52,-24.60)
151.84,2분 이내 수거 비율: 61.4% (2329 / 3793),(-48.11,0.52,-24.60)
