0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 51.9, 쓰레기 수: 1000, 주변 클러스터: 0, 장애물 수: 0, 최종 점수: -1948.15,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
6.14,클러스터 a 도착,(23.36,-0.53,15.76)
6.14,클러스터 a 수거 시작,(23.36,-0.53,15.76)
15.62,장애물 트리거 충돌: Small_Rock_001(Clone),(28.86,-0.65,11.61)
16.02,장애물 트리거 충돌: Small_Rock_001_LOD2,(29.72,-1.30,12.91)
16.02,장애물 트리거 충돌: Small_Rock_001_LOD1,(29.72,-1.30,12.91)
16.02,장애물 트리거 충돌: Small_Rock_001_LOD0,(29.72,-1.30,12.91)
16.02,장애물 트리거 충돌: Small_Rock_001(Clone),(29.72,-1.30,12.91)
25.08,클러스터 a 수거 완료,(41.50,0.38,25.31)
25.08,[선택 이유: c] 거리: 84.7, 쓰레기 수: 681, 주변 클러스터: 0, 장애물 수: 15, 최종 점수: -1232.35,(41.50,0.38,25.31)
25.08,클러스터 a → c,(41.50,0.38,25.31)
25.08,알고리즘 사용됨: Predictive,(41.50,0.38,25.31)
25.08,클러스터 c로 이동 시작,(41.50,0.38,25.31)
36.38,클러스터 c 도착,(-26.32,-1.26,-17.25)
36.38,클러스터 c 수거 시작,(-26.32,-1.26,-17.25)
52.37,시뮬레이션 강제 종료됨,(-24.65,0.98,-26.60)
52.37,총 이동 거리: 298.09m,(-24.65,0.98,-26.60)
52.37,2분 이내 수거 비율: 27.8% (828 / 2981),(-24.65,0.98,-26.60)
52.37,장애물 충돌 횟수: 5,(-24.65,0.98,-26.60)
