0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Fusion,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 쓰레기 수: 1500, 최종 점수: -1479.90,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Fusion,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.40,클러스터 a 도착,(9.42,-0.41,0.11)
3.40,클러스터 a 수거 시작,(9.42,-0.41,0.11)
23.20,장애물 트리거 충돌: buoy(Clone),(14.37,-0.58,33.12)
58.84,클러스터 a 수거 완료,(24.84,0.48,-7.52)
58.84,[선택 이유: c] 거리: 56.2, 쓰레기 수: 1000, 최종 점수: -971.88,(24.84,0.48,-7.52)
58.84,클러스터 a → c,(24.84,0.48,-7.52)
58.84,알고리즘 사용됨: Fusion,(24.84,0.48,-7.52)
58.84,클러스터 c로 이동 시작,(24.84,0.48,-7.52)
64.20,클러스터 c 도착,(-18.59,-0.43,-16.69)
64.20,클러스터 c 수거 시작,(-18.59,-0.43,-16.69)
94.48,클러스터 c 수거 완료,(-42.17,-0.26,-5.92)
94.48,[선택 이유: b] 거리: 46.5, 쓰레기 수: 600, 최종 점수: -576.73,(-42.17,-0.26,-5.92)
94.48,클러스터 c → b,(-42.17,-0.26,-5.92)
94.48,알고리즘 사용됨: Fusion,(-42.17,-0.26,-5.92)
94.48,클러스터 b로 이동 시작,(-42.17,-0.26,-5.92)
99.66,클러스터 b 도착,(-23.65,-0.51,28.00)
99.66,클러스터 b 수거 시작,(-23.65,-0.51,28.00)
116.74,클러스터 b 수거 완료,(-7.53,0.63,34.54)
116.74,[선택 이유: e] 거리: 32.9, 쓰레기 수: 469, 최종 점수: -452.53,(-7.53,0.63,34.54)
116.74,클러스터 b → e,(-7.53,0.63,34.54)
116.74,알고리즘 사용됨: Fusion,(-7.53,0.63,34.54)
116.74,클러스터 e로 이동 시작,(-7.53,0.63,34.54)
121.04,클러스터 e 도착,(-36.09,-0.50,40.41)
121.04,클러스터 e 수거 시작,(-36.09,-0.50,40.41)
128.14,클러스터 e 수거 완료,(-36.82,-0.21,45.11)
128.14,[선택 이유: d] 거리: 77.0, 쓰레기 수: 200, 최종 점수: -161.51,(-36.82,-0.21,45.11)
128.14,클러스터 e → d,(-36.82,-0.21,45.11)
128.14,알고리즘 사용됨: Fusion,(-36.82,-0.21,45.11)
128.14,클러스터 d로 이동 시작,(-36.82,-0.21,45.11)
136.68,클러스터 d 도착,(32.17,-0.26,39.20)
136.68,클러스터 d 수거 시작,(32.17,-0.26,39.20)
153.04,클러스터 d 수거 완료,(45.88,-0.11,29.02)
153.04,모든 클러스터 수거 완료,(45.88,-0.11,29.02)
153.04,클러스터 a 수거율: 84.1%,(45.88,-0.11,29.02)
153.04,클러스터 b 수거율: 76.5%,(45.88,-0.11,29.02)
153.04,클러스터 c 수거율: 79.9%,(45.88,-0.11,29.02)
153.04,클러스터 d 수거율: 84.0%,(45.88,-0.11,29.02)
153.04,클러스터 e 수거율: 100.0%,(45.88,-0.11,29.02)
153.04,장애물 충돌 횟수: 1,(45.88,-0.11,29.02)
153.04,총 이동 거리: 1057.72m,(45.88,-0.11,29.02)
153.04,2분 이내 수거 비율: 66.8% (2519 / 3769),(45.88,-0.11,29.02)
