0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 쓰레기 수: 1500, 주변 클러스터: 0, 장애물 수: 0, 최종 점수: -2959.80,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.24,클러스터 a 도착,(9.74,-0.43,-0.01)
3.24,클러스터 a 수거 시작,(9.74,-0.43,-0.01)
56.88,클러스터 a 수거 완료,(25.40,0.15,-7.17)
56.88,[선택 이유: c] 거리: 56.9, 쓰레기 수: 1000, 주변 클러스터: 0, 장애물 수: 1, 최종 점수: -1940.13,(25.40,0.15,-7.17)
56.88,클러스터 a → c,(25.40,0.15,-7.17)
56.88,알고리즘 사용됨: Predictive,(25.40,0.15,-7.17)
56.88,클러스터 c로 이동 시작,(25.40,0.15,-7.17)
62.34,클러스터 c 도착,(-18.65,-0.40,-16.55)
62.34,클러스터 c 수거 시작,(-18.65,-0.40,-16.55)
114.06,시뮬레이션 강제 종료됨,(-42.91,-0.59,-26.54)
114.06,총 이동 거리: 665.84m,(-42.91,-0.59,-26.54)
114.06,2분 이내 수거 비율: 41.7% (1569 / 3761),(-42.91,-0.59,-26.54)
114.06,장애물 충돌 횟수: 0,(-42.91,-0.59,-26.54)
