0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 쓰레기 수: 1500, 주변 클러스터: 0, 장애물 수: 0, 최종 점수: -2959.80,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.36,클러스터 a 도착,(9.32,-0.42,0.08)
3.36,클러스터 a 수거 시작,(9.32,-0.42,0.08)
32.56,장애물 트리거 충돌: Small_Rock_000(Clone),(20.12,-0.53,28.18)
32.94,장애물 트리거 충돌: Small_Rock_000_LOD2,(21.58,-1.34,26.72)
32.94,장애물 트리거 충돌: Small_Rock_000(Clone),(21.58,-1.34,26.72)
32.94,장애물 트리거 충돌: Small_Rock_000_LOD1,(21.58,-1.34,26.72)
32.94,장애물 트리거 충돌: Small_Rock_000_LOD0,(21.58,-1.34,26.72)
57.96,클러스터 a 수거 완료,(24.87,0.21,-7.41)
57.96,[선택 이유: c] 거리: 56.3, 쓰레기 수: 1000, 주변 클러스터: 0, 장애물 수: 0, 최종 점수: -1943.70,(24.87,0.21,-7.41)
57.96,클러스터 a → c,(24.87,0.21,-7.41)
57.96,알고리즘 사용됨: Predictive,(24.87,0.21,-7.41)
57.96,클러스터 c로 이동 시작,(24.87,0.21,-7.41)
63.62,클러스터 c 도착,(-18.21,-0.43,-18.21)
63.62,클러스터 c 수거 시작,(-18.21,-0.43,-18.21)
86.47,시뮬레이션 강제 종료됨,(-23.76,-0.72,-13.05)
86.47,총 이동 거리: 583.11m,(-23.76,-0.72,-13.05)
86.47,2분 이내 수거 비율: 49.2% (1849 / 3760),(-23.76,-0.72,-13.05)
86.47,장애물 충돌 횟수: 5,(-23.76,-0.72,-13.05)
