0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive(AStar),(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
2.56,장애물 감지됨: Small_Rock_001(Clone), 위치: (17.26, 0.00, -6.99),(11.22,-0.45,-6.61)
2.56,장애물 회피 방향 적용: (-0.99, -0.08, 0.07),(11.22,-0.45,-6.61)
2.56,장애물 감지됨: Small_Rock_001_LOD0, 위치: (17.26, 0.00, -6.99),(11.22,-0.45,-6.61)
2.56,장애물 회피 방향 적용: (-0.99, -0.08, 0.08),(11.22,-0.45,-6.61)
2.56,장애물 감지됨: Small_Rock_001_LOD1, 위치: (17.26, 0.00, -6.99),(11.22,-0.45,-6.61)
2.56,장애물 회피 방향 적용: (-0.99, -0.08, 0.08),(11.22,-0.45,-6.61)
2.60,장애물 감지됨: Small_Rock_001_LOD2, 위치: (17.26, 0.00, -6.99),(11.42,-0.45,-6.34)
2.60,장애물 회피 방향 적용: (-1.00, -0.08, -0.01),(11.42,-0.45,-6.34)
2.66,장애물 감지됨: Small_Rock_001(Clone), 위치: (17.26, 0.00, -6.99),(11.69,-0.46,-5.93)
2.66,장애물 회피 방향 적용: (-1.00, 0.00, 0.09),(11.69,-0.46,-5.93)
4.74,클러스터 a 도착,(20.48,-0.34,7.22)
4.74,클러스터 a 수거 시작,(20.48,-0.34,7.22)
17.38,장애물 감지됨: buoy(Clone), 위치: (19.58, -0.52, 20.85),(14.35,-0.38,18.55)
17.38,장애물 회피 방향 적용: (-0.91, 0.09, -0.41),(14.35,-0.38,18.55)
24.46,장애물 감지됨: Small_Rock_001(Clone), 위치: (30.52, 0.00, 19.80),(26.55,-0.44,24.55)
24.46,장애물 회피 방향 적용: (-0.66, -0.08, 0.75),(26.55,-0.44,24.55)
29.62,장애물 감지됨: Small_Rock_001_LOD2, 위치: (30.52, 0.00, 19.80),(25.18,-0.63,17.33)
29.62,장애물 회피 방향 적용: (-0.95, -0.12, -0.29),(25.18,-0.63,17.33)
29.62,장애물 감지됨: Small_Rock_001_LOD0, 위치: (30.52, 0.00, 19.80),(25.18,-0.63,17.33)
29.62,장애물 회피 방향 적용: (-0.95, -0.12, -0.29),(25.18,-0.63,17.33)
29.62,장애물 감지됨: Small_Rock_001_LOD1, 위치: (30.52, 0.00, 19.80),(25.18,-0.63,17.33)
29.62,장애물 회피 방향 적용: (-0.95, -0.12, -0.29),(25.18,-0.63,17.33)
29.68,장애물 감지됨: Small_Rock_001(Clone), 위치: (30.52, 0.00, 19.80),(25.44,-0.64,17.64)
29.68,장애물 회피 방향 적용: (-0.94, -0.03, -0.34),(25.44,-0.64,17.64)
57.98,클러스터 a 수거 완료,(33.92,-0.35,-4.09)
57.98,알고리즘 사용됨: Fusion(AStar),(33.92,-0.35,-4.09)
57.98,클러스터 b로 이동 시작,(33.92,-0.35,-4.09)
64.46,클러스터 b 도착,(-14.65,-0.51,13.49)
64.46,클러스터 b 수거 시작,(-14.65,-0.51,13.49)
74.30,장애물 감지됨: Small_Rock_001(Clone), 위치: (-10.12, 0.00, 21.17),(-15.92,-0.36,21.43)
74.30,장애물 회피 방향 적용: (-1.00, -0.06, 0.05),(-15.92,-0.36,21.43)
74.30,장애물 감지됨: Small_Rock_001_LOD0, 위치: (-10.12, 0.00, 21.17),(-15.92,-0.36,21.43)
74.30,장애물 회피 방향 적용: (-1.00, -0.06, 0.06),(-15.92,-0.36,21.43)
74.30,장애물 감지됨: Small_Rock_001_LOD1, 위치: (-10.12, 0.00, 21.17),(-15.92,-0.36,21.43)
