0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,선택된 알고리즘: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
6.18,클러스터 a 도착,(21.08,-0.32,6.76)
6.18,클러스터 a 수집 시작,(21.08,-0.32,6.76)
16.76,장애물 충돌 감지: buoy(Clone),(-6.29,3.76,16.49)
22.80,장애물 충돌 감지: Small_Rock_002_LOD2,(12.02,3.15,37.45)
22.80,장애물 충돌 감지: Small_Rock_002_LOD0,(12.02,3.15,37.45)
22.80,장애물 충돌 감지: Small_Rock_002(Clone),(12.02,3.15,37.45)
22.80,장애물 충돌 감지: Small_Rock_002_LOD1,(12.02,3.15,37.45)
37.73,장애물 충돌 횟수: 5,(-2.41,-0.37,9.93)
