0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive(AStar),(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
5.24,클러스터 a 도착,(20.54,-0.47,7.19)
5.24,클러스터 a 수거 시작,(20.54,-0.47,7.19)
11.98,시뮬레이션 강제 종료됨,(22.77,0.45,40.63)
11.98,총 이동 거리: 84.21m,(22.77,0.45,40.63)
11.98,2분 이내 수거 비율: 2.7% (61 / 2299),(22.77,0.45,40.63)
11.98,장애물 충돌 횟수: 0,(22.77,0.45,40.63)
