0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive(AStar),(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
4.74,클러스터 a 도착,(21.22,-0.43,6.70)
4.74,클러스터 a 수거 시작,(21.22,-0.43,6.70)
56.42,클러스터 a 수거 완료,(34.87,-0.51,-3.98)
56.42,알고리즘 사용됨: Fusion(AStar),(34.87,-0.51,-3.98)
56.42,클러스터 b로 이동 시작,(34.87,-0.51,-3.98)
62.98,클러스터 b 도착,(-14.62,-0.32,13.72)
62.98,클러스터 b 수거 시작,(-14.62,-0.32,13.72)
73.34,클러스터 b 수거 완료,(-13.04,-0.52,19.71)
73.34,알고리즘 사용됨: Score(AStar),(-13.04,-0.52,19.71)
73.34,클러스터 c로 이동 시작,(-13.04,-0.52,19.71)
73.66,장애물 충돌 횟수: 0,(-12.29,-0.48,17.80)
