0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,선택된 알고리즘: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
5.82,클러스터 a 도착,(20.37,-0.53,7.30)
5.82,클러스터 a 수집 시작,(20.37,-0.53,7.30)
13.18,장애물 충돌 감지: buoy(Clone),(14.09,-0.75,34.85)
24.44,장애물 충돌 감지: Small_Rock_000(Clone),(23.59,-0.56,35.92)
24.44,장애물 충돌 감지: Small_Rock_000_LOD0,(23.59,-0.56,35.92)
24.44,장애물 충돌 감지: Small_Rock_000_LOD1,(23.59,-0.56,35.92)
24.44,장애물 충돌 감지: Small_Rock_000_LOD2,(23.59,-0.56,35.92)
24.48,장애물 충돌 감지: Small_Rock_000(Clone),(23.77,-0.55,35.82)
28.39,장애물 충돌 횟수: 6,(17.40,-0.52,15.96)
