0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Fusion,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Fusion,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.78,클러스터 a 도착,(13.88,-0.36,-0.93)
3.78,클러스터 a 수거 시작,(13.88,-0.36,-0.93)
57.22,클러스터 a 수거 완료,(25.40,-0.31,-7.12)
57.22,클러스터 a → c,(25.40,-0.31,-7.12)
57.22,알고리즘 사용됨: Fusion,(25.40,-0.31,-7.12)
57.22,클러스터 c로 이동 시작,(25.40,-0.31,-7.12)
62.72,클러스터 c 도착,(-18.53,-0.48,-16.62)
62.72,클러스터 c 수거 시작,(-18.53,-0.48,-16.62)
95.66,클러스터 c 수거 완료,(-42.65,0.66,-6.23)
95.66,클러스터 c → b,(-42.65,0.66,-6.23)
95.66,알고리즘 사용됨: Fusion,(-42.65,0.66,-6.23)
95.66,클러스터 b로 이동 시작,(-42.65,0.66,-6.23)
100.82,클러스터 b 도착,(-23.76,-0.48,27.97)
100.82,클러스터 b 수거 시작,(-23.76,-0.48,27.97)
117.86,클러스터 b 수거 완료,(-7.52,0.54,34.47)
117.86,클러스터 b → e,(-7.52,0.54,34.47)
117.86,알고리즘 사용됨: Fusion,(-7.52,0.54,34.47)
117.86,클러스터 e로 이동 시작,(-7.52,0.54,34.47)
122.72,클러스터 e 도착,(-36.33,-0.39,41.21)
122.72,클러스터 e 수거 시작,(-36.33,-0.39,41.21)
129.64,클러스터 e 수거 완료,(-37.89,-0.09,45.73)
129.64,클러스터 e → d,(-37.89,-0.09,45.73)
129.64,알고리즘 사용됨: Fusion,(-37.89,-0.09,45.73)
129.64,클러스터 d로 이동 시작,(-37.89,-0.09,45.73)
138.10,클러스터 d 도착,(32.04,-0.32,39.36)
138.10,클러스터 d 수거 시작,(32.04,-0.32,39.36)
154.32,클러스터 d 수거 완료,(45.60,-0.38,28.89)
154.32,모든 클러스터 수거 완료,(45.60,-0.38,28.89)
154.32,클러스터 a 수거율: 81.1%,(45.60,-0.38,28.89)
154.32,클러스터 b 수거율: 75.3%,(45.60,-0.38,28.89)
154.32,클러스터 c 수거율: 78.7%,(45.60,-0.38,28.89)
154.32,클러스터 d 수거율: 75.5%,(45.60,-0.38,28.89)
154.32,클러스터 e 수거율: 100.0%,(45.60,-0.38,28.89)
154.32,장애물 충돌 횟수: 0,(45.60,-0.38,28.89)
154.32,총 이동 거리: 1074.93m,(45.60,-0.38,28.89)
154.32,2분 이내 수거 비율: 65.2% (2456 / 3769),(45.60,-0.38,28.89)
