0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Fusion,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Fusion,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.42,클러스터 a 도착,(9.52,-0.44,0.10)
3.42,클러스터 a 수거 시작,(9.52,-0.44,0.10)
38.12,장애물 트리거 충돌: Small_Rock_001_LOD2,(17.25,1.38,-1.59)
38.12,장애물 트리거 충돌: Small_Rock_001(Clone),(17.25,1.38,-1.59)
38.12,장애물 트리거 충돌: Small_Rock_001_LOD0,(17.25,1.38,-1.59)
38.12,장애물 트리거 충돌: Small_Rock_001_LOD1,(17.25,1.38,-1.59)
56.60,클러스터 a 수거 완료,(29.19,0.30,-5.04)
56.60,클러스터 a → c,(29.19,0.30,-5.04)
56.60,알고리즘 사용됨: Fusion,(29.19,0.30,-5.04)
56.60,클러스터 c로 이동 시작,(29.19,0.30,-5.04)
62.70,클러스터 c 도착,(-18.54,-0.53,-16.50)
62.70,클러스터 c 수거 시작,(-18.54,-0.53,-16.50)
86.91,시뮬레이션 강제 종료됨,(-17.52,-0.04,-20.60)
86.91,총 이동 거리: 595.52m,(-17.52,-0.04,-20.60)
86.91,2분 이내 수거 비율: 45.1% (1698 / 3764),(-17.52,-0.04,-20.60)
86.91,장애물 충돌 횟수: 4,(-17.52,-0.04,-20.60)
