0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive(AStar),(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
2.84,장애물 감지됨: Small_Rock_001(Clone), 위치: (13.60, 0.00, 1.45),(12.54,-0.46,-5.00)
2.84,장애물 회피 방향 적용: (-0.01, -0.08, -1.00),(12.54,-0.46,-5.00)
2.84,장애물 감지됨: Small_Rock_001_LOD2, 위치: (13.60, 0.00, 1.45),(12.54,-0.46,-5.00)
2.84,장애물 회피 방향 적용: (-0.01, -0.09, -1.00),(12.54,-0.46,-5.00)
2.84,장애물 감지됨: Small_Rock_001_LOD0, 위치: (13.60, 0.00, 1.45),(12.54,-0.46,-5.00)
2.84,장애물 회피 방향 적용: (-0.01, -0.09, -1.00),(12.54,-0.46,-5.00)
2.84,장애물 감지됨: Small_Rock_001_LOD1, 위치: (13.60, 0.00, 1.45),(12.54,-0.46,-5.00)
2.84,장애물 회피 방향 적용: (-0.01, -0.09, -1.00),(12.54,-0.46,-5.00)
2.92,장애물 감지됨: Small_Rock_000(Clone), 위치: (16.92, 0.00, 0.48),(12.96,-0.46,-4.48)
2.92,장애물 회피 방향 적용: (-0.65, -0.09, -0.75),(12.96,-0.46,-4.48)
2.92,장애물 감지됨: Small_Rock_000_LOD1, 위치: (16.92, 0.00, 0.48),(12.96,-0.46,-4.48)
2.92,장애물 회피 방향 적용: (-0.65, -0.09, -0.76),(12.96,-0.46,-4.48)
2.92,장애물 감지됨: Small_Rock_000_LOD0, 위치: (16.92, 0.00, 0.48),(12.96,-0.46,-4.48)
2.92,장애물 회피 방향 적용: (-0.65, -0.09, -0.76),(12.96,-0.46,-4.48)
2.92,장애물 감지됨: Small_Rock_000_LOD2, 위치: (16.92, 0.00, 0.48),(12.96,-0.46,-4.48)
2.92,장애물 회피 방향 적용: (-0.65, -0.09, -0.76),(12.96,-0.46,-4.48)
2.96,장애물 감지됨: Small_Rock_001(Clone), 위치: (13.60, 0.00, 1.45),(13.18,-0.46,-4.22)
2.96,장애물 회피 방향 적용: (0.00, 0.00, -1.00),(13.18,-0.46,-4.22)
2.98,장애물 감지됨: Small_Rock_000(Clone), 위치: (16.92, 0.00, 0.48),(13.29,-0.47,-4.10)
2.98,장애물 회피 방향 적용: (-0.60, 0.00, -0.80),(13.29,-0.47,-4.10)
4.64,클러스터 a 도착,(22.21,-0.47,6.06)
4.64,클러스터 a 수거 시작,(22.21,-0.47,6.06)
4.95,장애물 충돌 횟수: 0,(22.14,-0.42,8.23)
