0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive(AStar),(0.00,-0.73,-22.29)
0.00,클러스터 b로 이동 시작,(0.00,-0.73,-22.29)
5.78,클러스터 b 도착,(-19.06,-0.44,9.55)
5.78,클러스터 b 수거 시작,(-19.06,-0.44,9.55)
15.78,클러스터 b 수거 완료,(-12.68,-0.27,10.71)
15.78,클러스터 b → a,(-12.68,-0.27,10.71)
15.78,알고리즘 사용됨: Predictive(AStar),(-12.68,-0.27,10.71)
15.78,클러스터 a로 이동 시작,(-12.68,-0.27,10.71)
19.50,클러스터 a 도착,(15.08,-0.35,14.64)
19.50,클러스터 a 수거 시작,(15.08,-0.35,14.64)
72.54,클러스터 a 수거 완료,(19.23,-0.02,-1.87)
72.54,모든 클러스터 수거 완료,(19.23,-0.02,-1.87)
72.54,클러스터 a 수거율: 82.0%,(19.23,-0.02,-1.87)
72.54,클러스터 b 수거율: 94.3%,(19.23,-0.02,-1.87)
72.54,클러스터 c 수거율: 4.7%,(19.23,-0.02,-1.87)
72.54,장애물 충돌 횟수: 0,(19.23,-0.02,-1.87)
72.54,총 이동 거리: 497.28m,(19.23,-0.02,-1.87)
72.54,2분 이내 수거 비율: 75.3% (1770 / 2350),(19.23,-0.02,-1.87)
