0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Score,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 쓰레기 수: 1500, 장애물 수: 1, 주변 클러스터: 0, 최종 점수: -1781.92,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Score,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.26,클러스터 a 도착,(9.80,-0.43,0.04)
3.26,클러스터 a 수거 시작,(9.80,-0.43,0.04)
24.02,장애물 트리거 충돌: buoy(Clone),(16.06,-0.77,19.07)
57.60,클러스터 a 수거 완료,(25.43,0.07,-7.09)
57.60,[선택 이유: c] 거리: 56.9, 쓰레기 수: 1000, 장애물 수: 6, 주변 클러스터: 0, 최종 점수: -1165.23,(25.43,0.07,-7.09)
57.60,클러스터 a → c,(25.43,0.07,-7.09)
57.60,알고리즘 사용됨: Score,(25.43,0.07,-7.09)
57.60,클러스터 c로 이동 시작,(25.43,0.07,-7.09)
63.22,클러스터 c 도착,(-18.54,-0.53,-16.81)
63.22,클러스터 c 수거 시작,(-18.54,-0.53,-16.81)
95.42,클러스터 c 수거 완료,(-42.58,0.98,-6.13)
95.42,[선택 이유: b] 거리: 46.9, 쓰레기 수: 600, 장애물 수: 5, 주변 클러스터: 0, 최종 점수: -691.23,(-42.58,0.98,-6.13)
95.42,클러스터 c → b,(-42.58,0.98,-6.13)
95.42,알고리즘 사용됨: Score,(-42.58,0.98,-6.13)
95.42,클러스터 b로 이동 시작,(-42.58,0.98,-6.13)
100.68,클러스터 b 도착,(-23.73,-0.42,28.03)
100.68,클러스터 b 수거 시작,(-23.73,-0.42,28.03)
118.08,클러스터 b 수거 완료,(-7.49,0.80,34.57)
118.08,[선택 이유: e] 거리: 33.0, 쓰레기 수: 500, 장애물 수: 0, 주변 클러스터: 0, 최종 점수: -586.81,(-7.49,0.80,34.57)
118.08,클러스터 b → e,(-7.49,0.80,34.57)
118.08,알고리즘 사용됨: Score,(-7.49,0.80,34.57)
118.08,클러스터 e로 이동 시작,(-7.49,0.80,34.57)
122.26,클러스터 e 도착,(-36.16,-0.38,40.61)
122.26,클러스터 e 수거 시작,(-36.16,-0.38,40.61)
129.20,클러스터 e 수거 완료,(-36.98,-0.30,45.25)
129.20,[선택 이유: d] 거리: 77.2, 쓰레기 수: 200, 장애물 수: 5, 주변 클러스터: 0, 최종 점수: -199.14,(-36.98,-0.30,45.25)
129.20,클러스터 e → d,(-36.98,-0.30,45.25)
129.20,알고리즘 사용됨: Score,(-36.98,-0.30,45.25)
129.20,클러스터 d로 이동 시작,(-36.98,-0.30,45.25)
138.48,클러스터 d 도착,(32.07,-0.29,39.42)
138.48,클러스터 d 수거 시작,(32.07,-0.29,39.42)
154.74,클러스터 d 수거 완료,(45.61,-0.02,28.88)
154.74,모든 클러스터 수거 완료,(45.61,-0.02,28.88)
154.74,클러스터 a 수거율: 82.3%,(45.61,-0.02,28.88)
154.74,클러스터 b 수거율: 81.7%,(45.61,-0.02,28.88)
154.74,클러스터 c 수거율: 72.4%,(45.61,-0.02,28.88)
154.74,클러스터 d 수거율: 77.5%,(45.61,-0.02,28.88)
154.74,클러스터 e 수거율: 100.0%,(45.61,-0.02,28.88)
154.74,장애물 충돌 횟수: 1,(45.61,-0.02,28.88)
154.74,총 이동 거리: 1058.82m,(45.61,-0.02,28.88)
154.74,2분 이내 수거 비율: 64.4% (2449 / 3800),(45.61,-0.02,28.88)
