0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 51.9, 쓰레기 수: 1000, 주변 클러스터: 0, 경로상 장애물 수: 0, 최종 점수: -1948.15,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
5.66,클러스터 a 도착,(25.89,-0.39,13.17)
5.66,클러스터 a 수거 시작,(25.89,-0.39,13.17)
20.00,장애물 트리거 충돌: Small_Rock_001_LOD0,(36.76,0.68,25.62)
20.00,장애물 트리거 충돌: Small_Rock_001_LOD2,(36.76,0.68,25.62)
20.00,장애물 트리거 충돌: Small_Rock_001_LOD1,(36.76,0.68,25.62)
20.00,장애물 트리거 충돌: Small_Rock_001(Clone),(36.76,0.68,25.62)
20.32,장애물 트리거 충돌: Small_Rock_001(Clone),(36.44,0.17,25.62)
26.38,클러스터 a 수거 완료,(42.43,0.12,18.54)
26.38,[선택 이유: c] 거리: 82.0, 쓰레기 수: 669, 주변 클러스터: 0, 경로상 장애물 수: 0, 최종 점수: -1255.96,(42.43,0.12,18.54)
26.38,클러스터 a → c,(42.43,0.12,18.54)
26.38,알고리즘 사용됨: Predictive,(42.43,0.12,18.54)
26.38,클러스터 c로 이동 시작,(42.43,0.12,18.54)
37.10,클러스터 c 도착,(-26.24,-0.50,-17.14)
37.10,클러스터 c 수거 시작,(-26.24,-0.50,-17.14)
43.76,장애물 트리거 충돌: Small_Rock_002_LOD2,(-34.21,0.69,-23.65)
43.76,장애물 트리거 충돌: Small_Rock_002_LOD0,(-34.21,0.69,-23.65)
43.76,장애물 트리거 충돌: Small_Rock_002(Clone),(-34.21,0.69,-23.65)
43.76,장애물 트리거 충돌: Small_Rock_002_LOD1,(-34.21,0.69,-23.65)
50.24,클러스터 c 수거 완료,(-29.71,-0.31,-12.87)
50.24,[선택 이유: b] 거리: 60.6, 쓰레기 수: 600, 주변 클러스터: 0, 경로상 장애물 수: 0, 최종 점수: -1139.35,(-29.71,-0.31,-12.87)
50.24,클러스터 c → b,(-29.71,-0.31,-12.87)
50.24,알고리즘 사용됨: Predictive,(-29.71,-0.31,-12.87)
50.24,클러스터 b로 이동 시작,(-29.71,-0.31,-12.87)
57.28,클러스터 b 도착,(-2.44,-0.37,34.20)
57.28,클러스터 b 수거 시작,(-2.44,-0.37,34.20)
62.84,장애물 트리거 충돌: Small_Rock_001_LOD2,(2.22,-0.44,48.71)
62.84,장애물 트리거 충돌: Small_Rock_001(Clone),(2.22,-0.44,48.71)
62.84,장애물 트리거 충돌: Small_Rock_001_LOD1,(2.22,-0.44,48.71)
62.84,장애물 트리거 충돌: Small_Rock_001_LOD0,(2.22,-0.44,48.71)
63.00,장애물 트리거 충돌: Small_Rock_001(Clone),(1.86,-0.24,48.56)
66.55,시뮬레이션 강제 종료됨,(-4.37,-0.37,36.33)
66.55,총 이동 거리: 427.89m,(-4.37,-0.37,36.33)
66.55,2분 이내 수거 비율: 0.0% (1450 / 0),(-4.37,-0.37,36.33)
66.55,장애물 충돌 횟수: 14,(-4.37,-0.37,36.33)
