0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 쓰레기 수: 1500, 주변 클러스터: 0, 장애물 수: 0, 최종 점수: -2959.80,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
4.04,클러스터 a 도착,(14.93,-0.23,-0.95)
4.04,클러스터 a 수거 시작,(14.93,-0.23,-0.95)
30.70,장애물 트리거 충돌: Small_Rock_000(Clone),(-0.65,-0.70,13.45)
30.70,장애물 트리거 충돌: Small_Rock_000_LOD1,(-0.65,-0.70,13.45)
30.70,장애물 트리거 충돌: Small_Rock_000_LOD2,(-0.65,-0.70,13.45)
30.70,장애물 트리거 충돌: Small_Rock_000_LOD0,(-0.65,-0.70,13.45)
30.72,장애물 트리거 충돌: Small_Rock_000(Clone),(-0.59,-0.67,13.46)
60.82,클러스터 a 수거 완료,(8.26,-1.00,-8.50)
60.82,[선택 이유: c] 거리: 40.0, 쓰레기 수: 1000, 주변 클러스터: 0, 장애물 수: 6, 최종 점수: -1942.04,(8.26,-1.00,-8.50)
60.82,클러스터 a → c,(8.26,-1.00,-8.50)
60.82,알고리즘 사용됨: Predictive,(8.26,-1.00,-8.50)
60.82,클러스터 c로 이동 시작,(8.26,-1.00,-8.50)
64.22,클러스터 c 도착,(-18.94,-0.37,-15.66)
64.22,클러스터 c 수거 시작,(-18.94,-0.37,-15.66)
95.56,클러스터 c 수거 완료,(-43.25,-0.28,-7.00)
95.56,[선택 이유: b] 거리: 48.0, 쓰레기 수: 600, 주변 클러스터: 0, 장애물 수: 5, 최종 점수: -1137.00,(-43.25,-0.28,-7.00)
95.56,클러스터 c → b,(-43.25,-0.28,-7.00)
95.56,알고리즘 사용됨: Predictive,(-43.25,-0.28,-7.00)
95.56,클러스터 b로 이동 시작,(-43.25,-0.28,-7.00)
101.58,클러스터 b 도착,(-24.92,-0.47,30.97)
101.58,클러스터 b 수거 시작,(-24.92,-0.47,30.97)
116.45,시뮬레이션 강제 종료됨,(-21.90,0.04,27.28)
116.45,총 이동 거리: 774.14m,(-21.90,0.04,27.28)
116.45,2분 이내 수거 비율: 58.0% (2184 / 3765),(-21.90,0.04,27.28)
116.45,장애물 충돌 횟수: 5,(-21.90,0.04,27.28)
