0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: c] 거리: 30.1, 장애물 수: 5, 최종 점수: 55.10,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,클러스터 c로 이동 시작,(0.00,-0.73,-22.29)
2.62,클러스터 c 도착,(-18.01,-0.41,-19.93)
2.62,클러스터 c 수거 시작,(-18.01,-0.41,-19.93)
33.48,클러스터 c 수거 완료,(-38.42,0.92,-3.27)
33.48,[선택 이유: e] 거리: 43.3, 장애물 수: 0, 최종 점수: 43.31,(-38.42,0.92,-3.27)
33.48,클러스터 c → e,(-38.42,0.92,-3.27)
33.48,알고리즘 사용됨: Greedy,(-38.42,0.92,-3.27)
33.48,클러스터 e로 이동 시작,(-38.42,0.92,-3.27)
38.64,클러스터 e 도착,(-39.85,-0.40,36.03)
38.64,클러스터 e 수거 시작,(-39.85,-0.40,36.03)
45.62,클러스터 e 수거 완료,(-35.05,-0.17,36.35)
45.62,[선택 이유: b] 거리: 15.1, 장애물 수: 5, 최종 점수: 40.11,(-35.05,-0.17,36.35)
45.62,클러스터 e → b,(-35.05,-0.17,36.35)
45.62,알고리즘 사용됨: Greedy,(-35.05,-0.17,36.35)
45.62,클러스터 b로 이동 시작,(-35.05,-0.17,36.35)
46.78,클러스터 b 도착,(-27.79,-0.26,33.98)
46.78,클러스터 b 수거 시작,(-27.79,-0.26,33.98)
64.08,클러스터 b 수거 완료,(-16.20,-0.42,23.14)
64.08,[선택 이유: a] 거리: 32.2, 장애물 수: 5, 최종 점수: 57.25,(-16.20,-0.42,23.14)
64.08,클러스터 b → a,(-16.20,-0.42,23.14)
64.08,알고리즘 사용됨: Greedy,(-16.20,-0.42,23.14)
64.08,클러스터 a로 이동 시작,(-16.20,-0.42,23.14)
66.24,클러스터 a 도착,(-0.51,-0.36,18.91)
66.24,클러스터 a 수거 시작,(-0.51,-0.36,18.91)
119.26,클러스터 a 수거 완료,(-6.33,0.55,2.71)
119.26,[선택 이유: d] 거리: 59.5, 장애물 수: 5, 최종 점수: 84.47,(-6.33,0.55,2.71)
119.26,클러스터 a → d,(-6.33,0.55,2.71)
119.26,알고리즘 사용됨: Greedy,(-6.33,0.55,2.71)
119.26,클러스터 d로 이동 시작,(-6.33,0.55,2.71)
127.32,클러스터 d 도착,(33.72,-0.28,35.16)
127.32,클러스터 d 수거 시작,(33.72,-0.28,35.16)
144.08,클러스터 d 수거 완료,(50.93,-0.05,34.00)
144.08,모든 클러스터 수거 완료,(50.93,-0.05,34.00)
144.08,클러스터 a 수거율: 81.2%,(50.93,-0.05,34.00)
144.08,클러스터 b 수거율: 82.8%,(50.93,-0.05,34.00)
144.08,클러스터 c 수거율: 70.2%,(50.93,-0.05,34.00)
144.08,클러스터 d 수거율: 76.5%,(50.93,-0.05,34.00)
144.08,클러스터 e 수거율: 100.0%,(50.93,-0.05,34.00)
144.08,장애물 충돌 횟수: 0,(50.93,-0.05,34.00)
144.08,총 이동 거리: 989.10m,(50.93,-0.05,34.00)
144.08,2분 이내 수거 비율: 76.6% (2898 / 3781),(50.93,-0.05,34.00)
155.65,시뮬레이션 강제 종료됨,(51.21,-0.48,33.58)
155.65,총 이동 거리: 992.74m,(51.21,-0.48,33.58)
155.65,2분 이내 수거 비율: 76.6% (2898 / 3781),(51.21,-0.48,33.58)
155.65,장애물 충돌 횟수: 0,(51.21,-0.48,33.58)
