0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive(AStar),(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
4.68,클러스터 a 도착,(21.31,-0.44,6.64)
4.68,클러스터 a 수거 시작,(21.31,-0.44,6.64)
11.48,장애물 감지됨: buoy(Clone), 위치: (31.10, -0.50, 44.15),(25.45,-0.19,43.88)
11.48,장애물 회피 방향 적용: (-0.99, 0.13, 0.02),(25.45,-0.19,43.88)
11.50,장애물 회피 방향 적용: (-0.99, 0.14, 0.01),(25.48,-0.16,43.83)
11.52,장애물 회피 방향 적용: (-0.99, 0.14, 0.00),(25.51,-0.14,43.78)
11.54,장애물 회피 방향 적용: (-0.99, 0.15, -0.01),(25.54,-0.11,43.73)
11.56,장애물 회피 방향 적용: (-0.99, 0.16, -0.02),(25.58,-0.09,43.67)
11.58,장애물 회피 방향 적용: (-0.99, 0.17, -0.03),(25.61,-0.06,43.62)
11.60,장애물 회피 방향 적용: (-0.98, 0.18, -0.05),(25.65,-0.04,43.55)
11.62,장애물 회피 방향 적용: (-0.98, 0.18, -0.06),(25.69,-0.01,43.49)
11.64,장애물 회피 방향 적용: (-0.98, 0.19, -0.08),(25.73,0.01,43.41)
11.66,장애물 회피 방향 적용: (-0.98, 0.20, -0.09),(25.78,0.04,43.34)
11.68,장애물 회피 방향 적용: (-0.97, 0.21, -0.11),(25.82,0.06,43.26)
11.70,장애물 회피 방향 적용: (-0.97, 0.21, -0.13),(25.87,0.09,43.17)
11.72,장애물 회피 방향 적용: (-0.96, 0.22, -0.15),(25.92,0.11,43.08)
11.74,장애물 회피 방향 적용: (-0.96, 0.23, -0.17),(25.97,0.13,42.99)
11.76,장애물 회피 방향 적용: (-0.95, 0.24, -0.19),(26.02,0.16,42.89)
11.78,장애물 회피 방향 적용: (-0.95, 0.24, -0.21),(26.07,0.18,42.78)
11.80,장애물 회피 방향 적용: (-0.95, 0.23, -0.24),(26.12,0.20,42.68)
11.82,장애물 회피 방향 적용: (-0.94, 0.21, -0.26),(26.17,0.22,42.57)
11.84,장애물 회피 방향 적용: (-0.94, 0.20, -0.28),(26.23,0.24,42.45)
11.86,장애물 회피 방향 적용: (-0.93, 0.19, -0.31),(26.28,0.25,42.33)
11.88,장애물 회피 방향 적용: (-0.93, 0.17, -0.33),(26.33,0.26,42.21)
11.90,장애물 회피 방향 적용: (-0.92, 0.16, -0.36),(26.39,0.26,42.08)
11.92,장애물 회피 방향 적용: (-0.91, 0.15, -0.39),(26.45,0.27,41.96)
11.94,장애물 회피 방향 적용: (-0.90, 0.14, -0.41),(26.51,0.27,41.83)
11.96,장애물 회피 방향 적용: (-0.89, 0.12, -0.44),(26.57,0.27,41.69)
11.98,장애물 회피 방향 적용: (-0.87, 0.11, -0.47),(26.63,0.26,41.56)
12.00,장애물 회피 방향 적용: (-0.86, 0.10, -0.50),(26.70,0.26,41.42)
12.02,장애물 회피 방향 적용: (-0.84, 0.09, -0.53),(26.77,0.25,41.29)
12.04,장애물 회피 방향 적용: (-0.82, 0.08, -0.56),(26.85,0.25,41.15)
12.06,장애물 회피 방향 적용: (-0.80, 0.08, -0.59),(26.92,0.24,41.02)
12.08,장애물 회피 방향 적용: (-0.78, 0.07, -0.62),(27.01,0.24,40.88)
12.10,장애물 회피 방향 적용: (-0.76, 0.06, -0.64),(27.09,0.23,40.75)
12.12,장애물 회피 방향 적용: (-0.74, 0.06, -0.67),(27.18,0.23,40.61)
12.14,장애물 회피 방향 적용: (-0.72, 0.05, -0.70),(27.28,0.23,40.49)
12.16,장애물 회피 방향 적용: (-0.69, 0.04, -0.72),(27.37,0.23,40.36)
12.18,장애물 회피 방향 적용: (-0.69, 0.04, -0.72),(27.41,0.22,40.37)
12.20,장애물 회피 방향 적용: (-0.68, 0.04, -0.74),(27.47,0.24,40.32)
12.22,장애물 회피 방향 적용: (-0.66, 0.04, -0.75),(27.54,0.26,40.27)
12.24,장애물 회피 방향 적용: (-0.68, 0.03, -0.74),(27.48,0.20,40.34)
12.26,장애물 회피 방향 적용: (-0.67, 0.03, -0.74),(27.53,0.25,40.31)
12.28,장애물 회피 방향 적용: (-0.66, 0.03, -0.75),(27.56,0.14,40.28)
12.30,장애물 회피 방향 적용: (-0.66, 0.02, -0.75),(27.55,0.21,40.30)
12.32,장애물 회피 방향 적용: (-0.67, 0.02, -0.74),(27.52,0.27,40.33)
12.34,장애물 회피 방향 적용: (-0.66, 0.02, -0.75),(27.55,0.15,40.30)
12.36,장애물 회피 방향 적용: (-0.66, 0.01, -0.75),(27.55,0.23,40.30)
12.38,장애물 회피 방향 적용: (-0.66, 0.01, -0.75),(27.53,0.11,40.31)
12.40,장애물 회피 방향 적용: (-0.66, 0.00, -0.75),(27.54,0.19,40.29)
12.42,장애물 회피 방향 적용: (-0.67, 0.00, -0.74),(27.49,0.24,40.32)
12.44,장애물 회피 방향 적용: (-0.66, -0.01, -0.75),(27.53,0.13,40.27)
12.46,장애물 회피 방향 적용: (-0.66, -0.02, -0.75),(27.52,0.21,40.25)
12.48,장애물 회피 방향 적용: (-0.66, -0.02, -0.76),(27.51,0.10,40.23)
12.50,장애물 회피 방향 적용: (-0.65, -0.02, -0.76),(27.50,0.18,40.22)
12.52,장애물 회피 방향 적용: (-0.66, -0.04, -0.75),(27.47,0.06,40.21)
12.54,장애물 회피 방향 적용: (-0.65, -0.02, -0.76),(27.47,0.15,40.17)
12.56,장애물 회피 방향 적용: (-0.66, 0.00, -0.75),(27.41,0.21,40.18)
12.58,장애물 회피 방향 적용: (-0.64, -0.02, -0.77),(27.46,0.12,40.10)
12.60,장애물 회피 방향 적용: (-0.65, 0.00, -0.76),(27.40,0.19,40.10)
12.62,장애물 회피 방향 적용: (-0.65, 0.02, -0.76),(27.39,0.27,40.07)
12.64,장애물 회피 방향 적용: (-0.65, 0.00, -0.76),(27.36,0.16,40.04)
12.66,장애물 회피 방향 적용: (-0.65, 0.03, -0.76),(27.34,0.25,40.01)
12.68,장애물 회피 방향 적용: (-0.66, 0.03, -0.75),(27.25,0.24,40.03)
12.70,장애물 회피 방향 적용: (-0.64, 0.04, -0.77),(27.30,0.26,39.93)
12.72,장애물 회피 방향 적용: (-0.65, 0.06, -0.76),(27.24,0.33,39.92)
12.76,장애물 회피 방향 적용: (-0.63, 0.06, -0.77),(27.31,0.25,39.86)
12.80,장애물 회피 방향 적용: (-0.64, 0.08, -0.77),(27.28,0.30,39.89)
12.84,장애물 회피 방향 적용: (-0.64, 0.10, -0.77),(27.27,0.35,39.89)
12.90,장애물 회피 방향 적용: (-0.63, 0.12, -0.77),(27.29,0.37,39.92)
12.94,장애물 회피 방향 적용: (-0.63, 0.13, -0.77),(27.29,0.41,39.91)
13.00,장애물 회피 방향 적용: (-0.62, 0.14, -0.77),(27.32,0.40,39.92)
13.04,장애물 회피 방향 적용: (-0.62, 0.15, -0.77),(27.34,0.43,39.91)
13.08,장애물 회피 방향 적용: (-0.62, 0.16, -0.77),(27.36,0.45,39.91)
13.12,장애물 회피 방향 적용: (-0.61, 0.16, -0.77),(27.40,0.47,39.92)
13.14,장애물 회피 방향 적용: (-0.61, 0.17, -0.77),(27.36,0.53,39.91)
13.18,장애물 회피 방향 적용: (-0.61, 0.17, -0.77),(27.40,0.53,39.96)
13.20,장애물 회피 방향 적용: (-0.63, 0.17, -0.76),(27.34,0.54,39.99)
13.22,장애물 회피 방향 적용: (-0.61, 0.16, -0.78),(27.44,0.51,39.89)
13.24,장애물 회피 방향 적용: (-0.62, 0.15, -0.77),(27.38,0.51,39.92)
