0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 쓰레기 수: 1500, 주변 클러스터: 0, 장애물 수: 0, 최종 점수: -2959.80,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.80,클러스터 a 도착,(5.63,-0.46,2.14)
3.80,클러스터 a 수거 시작,(5.63,-0.46,2.14)
53.46,시뮬레이션 강제 종료됨,(13.84,-0.44,-0.71)
53.46,총 이동 거리: 318.88m,(13.84,-0.44,-0.71)
53.46,2분 이내 수거 비율: 23.0% (871 / 3785),(13.84,-0.44,-0.71)
53.46,장애물 충돌 횟수: 0,(13.84,-0.44,-0.71)
