0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Score,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Score,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.46,클러스터 a 도착,(9.70,-0.45,-0.07)
3.46,클러스터 a 수거 시작,(9.70,-0.45,-0.07)
27.82,장애물 트리거 충돌: buoy(Clone),(-0.07,-1.51,3.52)
51.08,장애물 트리거 충돌: Small_Rock_002(Clone),(17.37,-1.15,-3.60)
51.08,장애물 트리거 충돌: Small_Rock_002_LOD1,(17.37,-1.15,-3.60)
51.08,장애물 트리거 충돌: Small_Rock_002_LOD2,(17.37,-1.15,-3.60)
51.08,장애물 트리거 충돌: Small_Rock_002_LOD0,(17.37,-1.15,-3.60)
51.12,장애물 트리거 충돌: Small_Rock_002(Clone),(17.62,-1.00,-3.75)
60.40,클러스터 a 수거 완료,(25.48,-0.35,-7.03)
60.40,클러스터 a → c,(25.48,-0.35,-7.03)
60.40,알고리즘 사용됨: Score,(25.48,-0.35,-7.03)
60.40,클러스터 c로 이동 시작,(25.48,-0.35,-7.03)
66.06,클러스터 c 도착,(-18.62,-0.37,-16.58)
66.06,클러스터 c 수거 시작,(-18.62,-0.37,-16.58)
90.49,시뮬레이션 강제 종료됨,(-15.92,-0.10,-23.31)
90.49,총 이동 거리: 569.55m,(-15.92,-0.10,-23.31)
90.49,2분 이내 수거 비율: 41.3% (1554 / 3766),(-15.92,-0.10,-23.31)
90.49,장애물 충돌 횟수: 6,(-15.92,-0.10,-23.31)
