0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Fusion,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 쓰레기 수: 1500, 최종 점수: -1479.90,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Fusion,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.44,클러스터 a 도착,(9.21,-0.53,0.13)
3.44,클러스터 a 수거 시작,(9.21,-0.53,0.13)
58.90,클러스터 a 수거 완료,(25.08,-0.14,-7.23)
58.90,[선택 이유: c] 거리: 56.5, 쓰레기 수: 1000, 최종 점수: -971.73,(25.08,-0.14,-7.23)
58.90,클러스터 a → c,(25.08,-0.14,-7.23)
58.90,알고리즘 사용됨: Fusion,(25.08,-0.14,-7.23)
58.90,클러스터 c로 이동 시작,(25.08,-0.14,-7.23)
64.28,클러스터 c 도착,(-18.67,-0.41,-16.52)
64.28,클러스터 c 수거 시작,(-18.67,-0.41,-16.52)
95.62,클러스터 c 수거 완료,(-42.30,-0.25,-6.13)
95.62,[선택 이유: b] 거리: 46.8, 쓰레기 수: 600, 최종 점수: -576.60,(-42.30,-0.25,-6.13)
95.62,클러스터 c → b,(-42.30,-0.25,-6.13)
95.62,알고리즘 사용됨: Fusion,(-42.30,-0.25,-6.13)
95.62,클러스터 b로 이동 시작,(-42.30,-0.25,-6.13)
100.86,클러스터 b 도착,(-23.73,-0.42,27.99)
100.86,클러스터 b 수거 시작,(-23.73,-0.42,27.99)
118.24,클러스터 b 수거 완료,(-7.49,0.40,34.47)
118.24,[선택 이유: e] 거리: 33.0, 쓰레기 수: 471, 최종 점수: -454.51,(-7.49,0.40,34.47)
118.24,클러스터 b → e,(-7.49,0.40,34.47)
118.24,알고리즘 사용됨: Fusion,(-7.49,0.40,34.47)
118.24,클러스터 e로 이동 시작,(-7.49,0.40,34.47)
122.46,클러스터 e 도착,(-36.10,-0.42,40.63)
122.46,클러스터 e 수거 시작,(-36.10,-0.42,40.63)
129.56,클러스터 e 수거 완료,(-36.95,-0.11,45.26)
129.56,[선택 이유: d] 거리: 77.1, 쓰레기 수: 200, 최종 점수: -161.44,(-36.95,-0.11,45.26)
129.56,클러스터 e → d,(-36.95,-0.11,45.26)
129.56,알고리즘 사용됨: Fusion,(-36.95,-0.11,45.26)
129.56,클러스터 d로 이동 시작,(-36.95,-0.11,45.26)
137.94,클러스터 d 도착,(32.04,-0.34,39.32)
137.94,클러스터 d 수거 시작,(32.04,-0.34,39.32)
147.26,장애물 트리거 충돌: Small_Rock_002_LOD0,(37.80,-1.28,40.75)
147.26,장애물 트리거 충돌: Small_Rock_002(Clone),(37.80,-1.28,40.75)
147.28,장애물 트리거 충돌: Small_Rock_002_LOD2,(37.89,-1.27,40.74)
147.28,장애물 트리거 충돌: Small_Rock_002_LOD1,(37.89,-1.27,40.74)
147.42,장애물 트리거 충돌: Small_Rock_002(Clone),(38.65,-0.95,40.64)
154.20,클러스터 d 수거 완료,(45.72,-0.43,28.97)
154.20,모든 클러스터 수거 완료,(45.72,-0.43,28.97)
154.20,클러스터 a 수거율: 78.6%,(45.72,-0.43,28.97)
154.20,클러스터 b 수거율: 80.7%,(45.72,-0.43,28.97)
154.20,클러스터 c 수거율: 73.1%,(45.72,-0.43,28.97)
154.20,클러스터 d 수거율: 87.5%,(45.72,-0.43,28.97)
154.20,클러스터 e 수거율: 100.0%,(45.72,-0.43,28.97)
154.20,장애물 충돌 횟수: 5,(45.72,-0.43,28.97)
154.20,총 이동 거리: 1066.31m,(45.72,-0.43,28.97)
154.20,2분 이내 수거 비율: 63.5% (2394 / 3771),(45.72,-0.43,28.97)
255.83,시뮬레이션 강제 종료됨,(45.92,-0.51,28.73)
255.83,총 이동 거리: 1096.81m,(45.92,-0.51,28.73)
255.83,2분 이내 수거 비율: 63.5% (2394 / 3771),(45.92,-0.51,28.73)
255.83,장애물 충돌 횟수: 5,(45.92,-0.51,28.73)
