0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Greedy,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Predictive(AStar),(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
4.56,클러스터 a 도착,(21.47,-0.36,6.52)
4.56,클러스터 a 수거 시작,(21.47,-0.36,6.52)
56.22,클러스터 a 수거 완료,(34.96,-0.06,-3.92)
56.22,클러스터 a → b,(34.96,-0.06,-3.92)
56.22,알고리즘 사용됨: Predictive(AStar),(34.96,-0.06,-3.92)
56.22,클러스터 b로 이동 시작,(34.96,-0.06,-3.92)
63.44,클러스터 b 도착,(-14.69,-1.62,14.41)
63.44,클러스터 b 수거 시작,(-14.69,-1.62,14.41)
71.13,시뮬레이션 강제 종료됨,(-28.20,-1.63,12.50)
71.13,총 이동 거리: 484.25m,(-28.20,-1.63,12.50)
71.13,2분 이내 수거 비율: 55.3% (1274 / 2305),(-28.20,-1.63,12.50)
71.13,장애물 충돌 횟수: 0,(-28.20,-1.63,12.50)
