0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Score,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 쓰레기 수: 1500, 장애물 수: 0, 주변 클러스터: 0, 최종 점수: -1783.92,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Score,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.24,클러스터 a 도착,(9.76,-0.42,-0.07)
3.24,클러스터 a 수거 시작,(9.76,-0.42,-0.07)
22.16,장애물 트리거 충돌: Small_Rock_000_LOD0,(15.19,-0.80,32.43)
22.16,장애물 트리거 충돌: Small_Rock_000_LOD1,(15.19,-0.80,32.43)
22.16,장애물 트리거 충돌: Small_Rock_000(Clone),(15.19,-0.80,32.43)
22.22,장애물 트리거 충돌: Small_Rock_000_LOD2,(15.07,-0.76,32.45)
46.40,장애물 트리거 충돌: buoy(Clone),(29.09,-0.49,27.51)
60.52,클러스터 a 수거 완료,(25.41,0.22,-7.19)
60.52,[선택 이유: c] 거리: 56.9, 쓰레기 수: 1000, 장애물 수: 1, 주변 클러스터: 0, 최종 점수: -1175.25,(25.41,0.22,-7.19)
60.52,클러스터 a → c,(25.41,0.22,-7.19)
60.52,알고리즘 사용됨: Score,(25.41,0.22,-7.19)
60.52,클러스터 c로 이동 시작,(25.41,0.22,-7.19)
66.02,클러스터 c 도착,(-18.51,-0.43,-16.66)
66.02,클러스터 c 수거 시작,(-18.51,-0.43,-16.66)
91.70,장애물 트리거 충돌: Small_Rock_002(Clone),(-42.32,0.16,-14.62)
91.70,장애물 트리거 충돌: Small_Rock_002_LOD0,(-42.32,0.16,-14.62)
99.80,클러스터 c 수거 완료,(-42.38,0.43,-6.06)
99.80,[선택 이유: b] 거리: 46.8, 쓰레기 수: 600, 장애물 수: 5, 주변 클러스터: 0, 최종 점수: -691.29,(-42.38,0.43,-6.06)
99.80,클러스터 c → b,(-42.38,0.43,-6.06)
99.80,알고리즘 사용됨: Score,(-42.38,0.43,-6.06)
99.80,클러스터 b로 이동 시작,(-42.38,0.43,-6.06)
105.08,클러스터 b 도착,(-23.61,-0.47,27.91)
105.08,클러스터 b 수거 시작,(-23.61,-0.47,27.91)
122.18,클러스터 b 수거 완료,(-7.56,0.33,34.32)
122.18,[선택 이유: e] 거리: 32.9, 쓰레기 수: 446, 장애물 수: 0, 주변 클러스터: 0, 최종 점수: -522.02,(-7.56,0.33,34.32)
122.18,클러스터 b → e,(-7.56,0.33,34.32)
122.18,알고리즘 사용됨: Score,(-7.56,0.33,34.32)
122.18,클러스터 e로 이동 시작,(-7.56,0.33,34.32)
126.26,클러스터 e 도착,(-36.21,-0.36,40.88)
126.26,클러스터 e 수거 시작,(-36.21,-0.36,40.88)
133.28,클러스터 e 수거 완료,(-37.12,-0.22,45.35)
133.28,[선택 이유: d] 거리: 77.3, 쓰레기 수: 200, 장애물 수: 5, 주변 클러스터: 0, 최종 점수: -199.08,(-37.12,-0.22,45.35)
133.28,클러스터 e → d,(-37.12,-0.22,45.35)
133.28,알고리즘 사용됨: Score,(-37.12,-0.22,45.35)
133.28,클러스터 d로 이동 시작,(-37.12,-0.22,45.35)
141.70,클러스터 d 도착,(32.18,-0.34,39.38)
141.70,클러스터 d 수거 시작,(32.18,-0.34,39.38)
158.54,클러스터 d 수거 완료,(45.69,-0.35,28.94)
158.54,모든 클러스터 수거 완료,(45.69,-0.35,28.94)
158.54,클러스터 a 수거율: 78.5%,(45.69,-0.35,28.94)
158.54,클러스터 b 수거율: 79.8%,(45.69,-0.35,28.94)
158.54,클러스터 c 수거율: 78.2%,(45.69,-0.35,28.94)
158.54,클러스터 d 수거율: 78.0%,(45.69,-0.35,28.94)
158.54,클러스터 e 수거율: 100.0%,(45.69,-0.35,28.94)
158.54,장애물 충돌 횟수: 7,(45.69,-0.35,28.94)
158.54,총 이동 거리: 1085.35m,(45.69,-0.35,28.94)
158.54,2분 이내 수거 비율: 64.9% (2432 / 3746),(45.69,-0.35,28.94)
