0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Score,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 쓰레기 수: 1500, 장애물 수: 0, 주변 클러스터: 0, 최종 점수: -1783.92,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Score,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
3.42,클러스터 a 도착,(9.39,-0.44,0.10)
3.42,클러스터 a 수거 시작,(9.39,-0.44,0.10)
12.00,시뮬레이션 강제 종료됨,(6.28,-0.40,28.75)
12.00,총 이동 거리: 88.11m,(6.28,-0.40,28.75)
12.00,2분 이내 수거 비율: 3.5% (132 / 3794),(6.28,-0.40,28.75)
12.00,장애물 충돌 횟수: 0,(6.28,-0.40,28.75)
