order,grid_x,grid_y,x_km,y_km,segment_dist_km,cum_dist_km,eta_hour_from_start
278,0,2,-12.955258824693265,-16.883730231318275,0.3771299946348208,105.31797873140587,9.47785985703796
279,0,1,-12.955258824693265,-17.2608602259531,0.37712999463482433,105.6951087260407,9.511798841436342
280,0,0,-12.955258824693265,-17.63799022058792,0.3771299946348208,106.07223872067553,9.545737825834724
281,1,0,-12.684420469309895,-17.63799022058792,0.2708383553833702,106.3430770760589,9.57011132793906
282,2,0,-12.413582113926525,-17.63799022058792,0.2708383553833702,106.61391543144228,9.594484830043395
283,3,0,-12.142743758543155,-17.63799022058792,0.2708383553833702,106.88475378682566,9.618858332147731
284,4,1,-11.871905403159785,-17.2608602259531,0.46430641563522324,107.34906020246088,9.660642566816128
285,4,2,-11.871905403159785,-16.883730231318275,0.37712999463482433,107.7261901970957,9.69458155121451
286,4,3,-11.871905403159785,-16.506600236683454,0.3771299946348208,108.10332019173052,9.728520535612892
287,3,4,-12.142743758543155,-16.129470242048633,0.46430641563522324,108.56762660736574,9.770304770281289
288,2,5,-12.413582113926525,-15.752340247413812,0.46430641563522324,109.03193302300096,9.812089004949685
289,1,5,-12.684420469309895,-15.752340247413812,0.2708383553833702,109.30277137838434,9.836462507054021
290,0,5,-12.955258824693265,-15.752340247413812,0.2708383553833702,109.57360973376771,9.860836009158357
291,1,4,-12.684420469309895,-16.129470242048633,0.46430641563522324,110.03791614940293,9.902620243826753
292,2,3,-12.413582113926525,-16.506600236683454,0.46430641563522324,110.50222256503815,9.94440447849515
293,3,2,-12.142743758543155,-16.883730231318275,0.46430641563522324,110.96652898067337,9.986188713163546
294,4,1,-11.871905403159785,-17.2608602259531,0.4643064156352261,111.4308353963086,10.027972947831943
295,5,0,-11.601067047776414,-17.63799022058792,0.46430641563522324,111.89514181194382,10.06975718250034
296,6,1,-11.330228692393044,-17.2608602259531,0.46430641563522324,112.35944822757904,10.111541417168736
297,7,2,-11.059390337009674,-16.883730231318275,0.4643064156352261,112.82375464321426,10.153325651837132
298,8,3,-10.788551981626304,-16.506600236683454,0.46430641563522324,113.28806105884948,10.195109886505529
299,9,4,-10.517713626242934,-16.129470242048633,0.46430641563522324,113.7523674744847,10.236894121173925
300,10,5,-10.246875270859565,-15.752340247413812,0.46430641563522224,114.21667389011992,10.278678355842322
301,11,6,-9.976036915476193,-15.37521025277899,0.46430641563522573,114.68098030575514,10.320462590510719
302,12,7,-9.705198560092825,-14.998080258144169,0.46430641563522224,115.14528672139036,10.362246825179115
303,13,8,-9.434360204709455,-14.620950263509346,0.4643064156352247,115.60959313702558,10.404031059847512
304,14,9,-9.163521849326084,-14.243820268874526,0.46430641563522324,116.0738995526608,10.445815294515908
305,15,10,-8.892683493942714,-13.866690274239705,0.46430641563522324,116.53820596829603,10.487599529184305
306,16,11,-8.621845138559344,-13.489560279604882,0.4643064156352247,117.00251238393125,10.529383763852701
307,17,12,-8.351006783175974,-13.11243028497006,0.4643064156352247,117.46681879956647,10.571167998521098
308,18,13,-8.080168427792604,-12.735300290335239,0.46430641563522324,117.93112521520169,10.612952233189494
309,19,14,-7.809330072409234,-12.358170295700418,0.46430641563522274,118.39543163083691,10.65473646785789
310,20,15,-7.538491717025864,-11.981040301065596,0.4643064156352247,118.85973804647213,10.696520702526287
311,21,16,-7.267653361642494,-11.603910306430775,0.46430641563522324,119.32404446210735,10.738304937194684
312,22,17,-6.996815006259124,-11.226780311795952,0.4643064156352247,119.78835087774257,10.78008917186308
313,22,18,-6.996815006259124,-10.849650317161132,0.3771299946348208,120.1654808723774,10.814028156261463
314,22,19,-6.996815006259124,-10.47252032252631,0.3771299946348208,120.54261086701223,10.847967140659845
315,22,20,-6.996815006259124,-10.095390327891488,0.37712999463482255,120.91974086164706,10.881906125058228
316,22,21,-6.996815006259124,-9.718260333256667,0.3771299946348208,121.29687085628188,10.91584510945661
317,22,22,-6.996815006259124,-9.341130338621845,0.37712999463482255,121.67400085091671,10.949784093854992
318,22,23,-6.996815006259124,-8.964000343987024,0.3771299946348208,122.05113084555154,10.983723078253375
319,23,24,-6.7259766508757535,-8.586870349352202,0.4643064156352247,122.51543726118676,11.025507312921771
320,23,25,-6.7259766508757535,-8.20974035471738,0.3771299946348208,122.89256725582158,11.059446297320154
321,23,26,-6.7259766508757535,-7.832610360082558,0.37712999463482255,123.2696972504564,11.093385281718536
322,23,27,-6.7259766508757535,-7.4554803654477375,0.3771299946348208,123.64682724509123,11.127324266116918
323,23,28,-6.7259766508757535,-7.078350370812917,0.3771299946348208,124.02395723972606,11.1612632505153
324,23,29,-6.7259766508757535,-6.701220376178094,0.37712999463482255,124.40108723436089,11.195202234913683
325,23,30,-6.7259766508757535,-6.324090381543273,0.3771299946348208,124.77821722899571,11.229141219312066
326,23,31,-6.7259766508757535,-5.946960386908451,0.37712999463482255,125.15534722363054,11.263080203710448
327,24,32,-6.455138295492384,-5.56983039227363,0.46430641563522274,125.61965363926576,11.304864438378845
328,24,33,-6.455138295492384,-5.1927003976388075,0.37712999463482255,125.99678363390059,11.338803422777227
329,24,34,-6.455138295492384,-4.815570403003987,0.3771299946348208,126.3739136285354,11.37274240717561
330,24,35,-6.455138295492384,-4.438440408369164,0.37712999463482255,126.75104362317023,11.406681391573992
331,24,36,-6.455138295492384,-4.061310413734343,0.3771299946348208,127.12817361780506,11.440620375972374
332,24,37,-6.455138295492384,-3.6841804190995227,0.3771299946348208,127.50530361243989,11.474559360370757
333,24,38,-6.455138295492384,-3.3070504244647,0.37712999463482255,127.88243360707472,11.508498344769139
334,25,38,-6.184299940109014,-3.3070504244647,0.2708383553833702,128.1532719624581,11.532871846873475
335,25,39,-6.184299940109014,-2.9299204298298793,0.3771299946348208,128.53040195709292,11.566810831271857
336,24,39,-6.455138295492384,-2.9299204298298793,0.2708383553833702,128.8012403124763,11.591184333376193
337,23,39,-6.7259766508757535,-2.9299204298298793,0.2708383553833693,129.07207866785967,11.615557835480528
338,22,38,-6.996815006259124,-3.3070504244647,0.46430641563522324,129.5363850834949,11.657342070148925
339,22,37,-6.996815006259124,-3.6841804190995227,0.37712999463482255,129.91351507812973,11.691281054547307
340,23,37,-6.7259766508757535,-3.6841804190995227,0.2708383553833702,130.1843534335131,11.715654556651643
341,23,38,-6.7259766508757535,-3.3070504244647,0.37712999463482255,130.56148342814794,11.749593541050025
342,24,37,-6.455138295492384,-3.6841804190995227,0.4643064156352242,131.02578984378317,11.791377775718422
343,25,37,-6.184299940109014,-3.6841804190995227,0.2708383553833702,131.29662819916655,11.815751277822757
344,26,37,-5.913461584725644,-3.6841804190995227,0.2708383553833702,131.56746655454992,11.840124779927093
345,26,38,-5.913461584725644,-3.3070504244647,0.37712999463482255,131.94459654918475,11.874063764325475
346,26,39,-5.913461584725644,-2.9299204298298793,0.3771299946348208,132.32172654381958,11.908002748723858
347,25,40,-6.184299940109014,-2.5527904351950568,0.4643064156352247,132.78603295945481,11.949786983392254
348,25,41,-6.184299940109014,-2.175660440560236,0.3771299946348208,133.16316295408964,11.983725967790637
349,24,41,-6.455138295492384,-2.175660440560236,0.2708383553833702,133.43400130947302,12.008099469894972
350,23,41,-6.7259766508757535,-2.175660440560236,0.2708383553833693,133.7048396648564,12.032472971999308
351,23,40,-6.7259766508757535,-2.5527904351950568,0.3771299946348208,134.08196965949122,12.06641195639769
352,22,39,-6.996815006259124,-2.9299204298298793,0.4643064156352247,134.54627607512646,12.108196191066087
353,22,38,-6.996815006259124,-3.3070504244647,0.3771299946348208,134.92340606976128,12.14213517546447
354,22,37,-6.996815006259124,-3.6841804190995227,0.37712999463482255,135.3005360643961,12.176074159862852
355,22,36,-6.996815006259124,-4.061310413734343,0.3771299946348208,135.67766605903094,12.210013144261234
356,23,36,-6.7259766508757535,-4.061310413734343,0.2708383553833702,135.94850441441432,12.23438664636557
357,24,36,-6.455138295492384,-4.061310413734343,0.2708383553833693,136.2193427697977,12.258760148469905
358,25,36,-6.184299940109014,-4.061310413734343,0.2708383553833702,136.49018112518107,12.283133650574241
359,25,35,-6.184299940109014,-4.438440408369164,0.3771299946348208,136.8673111198159,12.317072634972623
360,26,36,-5.913461584725644,-4.061310413734343,0.46430641563522324,137.33161753545113,12.35885686964102
361,26,37,-5.913461584725644,-3.6841804190995227,0.3771299946348208,137.70874753008596,12.392795854039402
362,26,38,-5.913461584725644,-3.3070504244647,0.37712999463482255,138.0858775247208,12.426734838437785
363,26,39,-5.913461584725644,-2.9299204298298793,0.3771299946348208,138.4630075193556,12.460673822836167
364,26,40,-5.913461584725644,-2.5527904351950568,0.37712999463482255,138.84013751399044,12.49461280723455
365,26,41,-5.913461584725644,-2.175660440560236,0.3771299946348208,139.21726750862527,12.528551791632932
366,25,42,-6.184299940109014,-1.7985304459254152,0.46430641563522324,139.6815739242605,12.570336026301328
367,24,42,-6.455138295492384,-1.7985304459254152,0.2708383553833702,139.95241227964388,12.594709528405664
368,23,42,-6.7259766508757535,-1.7985304459254152,0.2708383553833693,140.22325063502726,12.61908303051
369,22,41,-6.996815006259124,-2.175660440560236,0.46430641563522324,140.6875570506625,12.660867265178396
370,21,40,-7.267653361642494,-2.5527904351950568,0.46430641563522324,141.15186346629773,12.702651499846793
371,21,39,-7.267653361642494,-2.9299204298298793,0.37712999463482255,141.52899346093255,12.736590484245175
372,21,38,-7.267653361642494,-3.3070504244647,0.3771299946348208,141.90612345556738,12.770529468643558
373,21,37,-7.267653361642494,-3.6841804190995227,0.37712999463482255,142.2832534502022,12.80446845304194
374,21,36,-7.267653361642494,-4.061310413734343,0.3771299946348208,142.66038344483704,12.838407437440322
375,22,37,-6.996815006259124,-3.6841804190995227,0.46430641563522324,143.12468986047227,12.880191672108719
376,23,38,-6.7259766508757535,-3.3070504244647,0.4643064156352247,143.5889962761075,12.921975906777115
377,24,39,-6.455138295492384,-2.9299204298298793,0.46430641563522274,144.05330269174274,12.963760141445512
378,25,40,-6.184299940109014,-2.5527904351950568,0.4643064156352247,144.51760910737798,13.005544376113908
379,26,41,-5.913461584725644,-2.175660440560236,0.46430641563522324,144.9819155230132,13.047328610782305
380,27,42,-5.642623229342274,-1.7985304459254152,0.46430641563522324,145.44622193864845,13.089112845450702
381,28,43,-5.371784873958903,-1.421400451290591,0.4643064156352261,145.91052835428368,13.130897080119098
382,29,43,-5.100946518575534,-1.421400451290591,0.2708383553833693,146.18136670966706,13.155270582223434
383,30,43,-4.830108163192163,-1.421400451290591,0.2708383553833711,146.45220506505044,13.17964408432777
384,31,43,-4.559269807808793,-1.421400451290591,0.2708383553833702,146.7230434204338,13.204017586432105
385,32,43,-4.288431452425424,-1.421400451290591,0.2708383553833684,146.9938817758172,13.22839108853644
386,33,43,-4.017593097042054,-1.421400451290591,0.2708383553833702,147.26472013120056,13.252764590640776
387,34,43,-3.746754741658684,-1.421400451290591,0.2708383553833702,147.53555848658394,13.277138092745112
388,35,43,-3.4759163862753137,-1.421400451290591,0.2708383553833702,147.8063968419673,13.301511594849448
389,36,43,-3.2050780308919435,-1.421400451290591,0.2708383553833702,148.0772351973507,13.325885096953783
390,37,43,-2.9342396755085733,-1.421400451290591,0.2708383553833702,148.34807355273406,13.350258599058119
391,38,43,-2.663401320125203,-1.421400451290591,0.2708383553833702,148.61891190811744,13.374632101162454
392,38,44,-2.663401320125203,-1.0442704566557701,0.3771299946348208,148.99604190275227,13.408571085560837
393,38,45,-2.663401320125203,-0.6671404620209493,0.3771299946348208,149.3731718973871,13.44251006995922
394,39,45,-2.392562964741833,-0.6671404620209493,0.2708383553833702,149.64401025277047,13.466883572063555
395,39,46,-2.392562964741833,-0.29001046738612857,0.3771299946348208,150.0211402474053,13.500822556461937
396,40,46,-2.1217246093584627,-0.29001046738612857,0.2708383553833702,150.29197860278867,13.525196058566273
397,41,46,-1.8508862539750925,-0.29001046738612857,0.2708383553833702,150.56281695817205,13.549569560670609
398,41,45,-1.8508862539750925,-0.6671404620209493,0.3771299946348208,150.93994695280688,13.583508545068991
399,41,44,-1.8508862539750925,-1.0442704566557701,0.3771299946348208,151.3170769474417,13.617447529467373
400,41,43,-1.8508862539750925,-1.421400451290591,0.3771299946348208,151.69420694207653,13.651386513865756
401,41,42,-1.8508862539750925,-1.7985304459254152,0.37712999463482433,152.07133693671136,13.685325498264138
402,40,43,-2.1217246093584627,-1.421400451290591,0.4643064156352261,152.5356433523466,13.727109732932535
403,39,44,-2.392562964741833,-1.0442704566557701,0.46430641563522324,152.99994976798183,13.768893967600931
404,40,45,-2.1217246093584627,-0.6671404620209493,0.46430641563522324,153.46425618361707,13.810678202269328
405,40,46,-2.1217246093584627,-0.29001046738612857,0.3771299946348208,153.8413861782519,13.84461718666771
406,40,47,-2.1217246093584627,0.08711952724869221,0.3771299946348208,154.21851617288672,13.878556171066093
407,41,47,-1.8508862539750925,0.08711952724869221,0.2708383553833702,154.4893545282701,13.902929673170428
408,42,47,-1.5800478985917223,0.08711952724869221,0.2708383553833702,154.76019288365347,13.927303175274764
409,42,46,-1.5800478985917223,-0.29001046738612857,0.3771299946348208,155.1373228782883,13.961242159673146
410,42,45,-1.5800478985917223,-0.6671404620209493,0.3771299946348208,155.51445287292313,13.995181144071529
411,42,44,-1.5800478985917223,-1.0442704566557701,0.3771299946348208,155.89158286755796,14.029120128469911
412,42,43,-1.5800478985917223,-1.421400451290591,0.3771299946348208,156.26871286219279,14.063059112868293
413,41,42,-1.8508862539750925,-1.7985304459254152,0.4643064156352261,156.73301927782802,14.10484334753669
414,40,42,-2.1217246093584627,-1.7985304459254152,0.2708383553833702,157.0038576332114,14.129216849641026
415,39,42,-2.392562964741833,-1.7985304459254152,0.2708383553833702,157.27469598859477,14.153590351745361
416,39,43,-2.392562964741833,-1.421400451290591,0.37712999463482433,157.6518259832296,14.187529336143744
417,38,44,-2.663401320125203,-1.0442704566557701,0.46430641563522324,158.11613239886483,14.22931357081214
418,38,45,-2.663401320125203,-0.6671404620209493,0.3771299946348208,158.49326239349966,14.263252555210522
419,38,46,-2.663401320125203,-0.29001046738612857,0.3771299946348208,158.8703923881345,14.297191539608905
420,38,47,-2.663401320125203,0.08711952724869221,0.3771299946348208,159.24752238276932,14.331130524007287
421,39,47,-2.392562964741833,0.08711952724869221,0.2708383553833702,159.5183607381527,14.355504026111623
422,39,48,-2.392562964741833,0.46424952188351654,0.37712999463482433,159.89549073278752,14.389443010510005
423,40,48,-2.1217246093584627,0.46424952188351654,0.2708383553833702,160.1663290881709,14.413816512614341
424,41,48,-1.8508862539750925,0.46424952188351654,0.2708383553833702,160.43716744355427,14.438190014718677
425,42,48,-1.5800478985917223,0.46424952188351654,0.2708383553833702,160.70800579893765,14.462563516823012
426,41,47,-1.8508862539750925,0.08711952724869221,0.4643064156352261,161.17231221457288,14.504347751491409
427,40,46,-2.1217246093584627,-0.29001046738612857,0.46430641563522324,161.63661863020812,14.546131986159805
428,39,45,-2.392562964741833,-0.6671404620209493,0.46430641563522324,162.10092504584335,14.587916220828202
429,39,44,-2.392562964741833,-1.0442704566557701,0.3771299946348208,162.47805504047818,14.621855205226584
430,39,43,-2.392562964741833,-1.421400451290591,0.3771299946348208,162.855185035113,14.655794189624967
431,39,42,-2.392562964741833,-1.7985304459254152,0.37712999463482433,163.23231502974784,14.689733174023349
432,39,41,-2.392562964741833,-2.175660440560236,0.3771299946348208,163.60944502438267,14.723672158421731
433,40,42,-2.1217246093584627,-1.7985304459254152,0.46430641563522324,164.0737514400179,14.765456393090128
434,41,42,-1.8508862539750925,-1.7985304459254152,0.2708383553833702,164.34458979540128,14.789829895194464
435,42,42,-1.5800478985917223,-1.7985304459254152,0.2708383553833702,164.61542815078465,14.8142033972988
436,43,43,-1.309209543208354,-1.421400451290591,0.46430641563522507,165.0797345664199,14.855987631967196
437,44,44,-1.0383711878249837,-1.0442704566557701,0.46430641563522324,165.54404098205512,14.897771866635592
438,44,45,-1.0383711878249837,-0.6671404620209493,0.3771299946348208,165.92117097668995,14.931710851033975
439,44,46,-1.0383711878249837,-0.29001046738612857,0.3771299946348208,166.29830097132478,14.965649835432357
440,45,46,-0.7675328324416135,-0.29001046738612857,0.2708383553833702,166.56913932670815,14.990023337536693
441,46,46,-0.4966944770582433,-0.29001046738612857,0.2708383553833702,166.83997768209153,15.014396839641028
442,47,46,-0.22585612167487312,-0.29001046738612857,0.2708383553833702,167.1108160374749,15.038770341745364
443,47,45,-0.22585612167487312,-0.6671404620209493,0.3771299946348208,167.48794603210973,15.072709326143746
444,48,45,0.04498223370849708,-0.6671404620209493,0.2708383553833702,167.7587843874931,15.097082828248082
445,48,46,0.04498223370849708,-0.29001046738612857,0.3771299946348208,168.13591438212794,15.131021812646464
446,48,47,0.04498223370849708,0.08711952724869221,0.3771299946348208,168.51304437676276,15.164960797044847
447,48,48,0.04498223370849708,0.46424952188351654,0.37712999463482433,168.8901743713976,15.19889978144323
448,47,48,-0.22585612167487312,0.46424952188351654,0.2708383553833702,169.16101272678097,15.223273283547565
449,46,47,-0.4966944770582433,0.08711952724869221,0.4643064156352261,169.6253191424162,15.265057518215961
450,47,47,-0.22585612167487312,0.08711952724869221,0.2708383553833702,169.89615749779958,15.289431020320297
451,48,47,0.04498223370849708,0.08711952724869221,0.2708383553833702,170.16699585318295,15.313804522424633
452,49,47,0.3158205890918673,0.08711952724869221,0.2708383553833702,170.43783420856633,15.338178024528968
453,49,46,0.3158205890918673,-0.29001046738612857,0.3771299946348208,170.81496420320116,15.37211700892735
454,49,45,0.3158205890918673,-0.6671404620209493,0.3771299946348208,171.19209419783598,15.406055993325733
455,48,44,0.04498223370849708,-1.0442704566557701,0.46430641563522324,171.65640061347122,15.44784022799413
456,48,43,0.04498223370849708,-1.421400451290591,0.3771299946348208,172.03353060810605,15.481779212392512
457,47,43,-0.22585612167487312,-1.421400451290591,0.2708383553833702,172.30436896348942,15.506152714496848
458,47,44,-0.22585612167487312,-1.0442704566557701,0.3771299946348208,172.68149895812425,15.54009169889523
459,46,45,-0.4966944770582433,-0.6671404620209493,0.46430641563522324,173.1458053737595,15.581875933563627
460,45,46,-0.7675328324416135,-0.29001046738612857,0.46430641563522324,173.61011178939472,15.623660168232023
461,45,47,-0.7675328324416135,0.08711952724869221,0.3771299946348208,173.98724178402955,15.657599152630405
462,44,48,-1.0383711878249837,0.46424952188351654,0.4643064156352261,174.45154819966478,15.699383387298802
463,44,49,-1.0383711878249837,0.8413795165183373,0.3771299946348208,174.8286781942996,15.733322371697184
464,45,48,-0.7675328324416135,0.46424952188351654,0.46430641563522324,175.29298460993485,15.775106606365581
465,46,49,-0.4966944770582433,0.8413795165183373,0.46430641563522324,175.75729102557008,15.816890841033977
466,47,49,-0.22585612167487312,0.8413795165183373,0.2708383553833702,176.02812938095346,15.841264343138313
467,48,49,0.04498223370849708,0.8413795165183373,0.2708383553833702,176.29896773633683,15.865637845242649
468,49,49,0.3158205890918673,0.8413795165183373,0.2708383553833702,176.5698060917202,15.890011347346984
469,49,48,0.3158205890918673,0.46424952188351654,0.3771299946348208,176.94693608635504,15.923950331745367
470,49,47,0.3158205890918673,0.08711952724869221,0.37712999463482433,177.32406608098987,15.95788931614375
471,49,46,0.3158205890918673,-0.29001046738612857,0.3771299946348208,177.7011960756247,15.991828300542132
472,49,45,0.3158205890918673,-0.6671404620209493,0.3771299946348208,178.07832607025952,16.025767284940514
473,49,44,0.3158205890918673,-1.0442704566557701,0.3771299946348208,178.45545606489435,16.059706269338896
474,48,43,0.04498223370849708,-1.421400451290591,0.46430641563522324,178.91976248052958,16.101490504007295
475,47,43,-0.22585612167487312,-1.421400451290591,0.2708383553833702,179.19060083591296,16.12586400611163
476,46,43,-0.4966944770582433,-1.421400451290591,0.2708383553833702,179.46143919129634,16.150237508215966
477,45,43,-0.7675328324416135,-1.421400451290591,0.2708383553833702,179.7322775466797,16.1746110103203
478,45,44,-0.7675328324416135,-1.0442704566557701,0.3771299946348208,180.10940754131454,16.208549994718684
479,45,45,-0.7675328324416135,-0.6671404620209493,0.3771299946348208,180.48653753594937,16.242488979117066
480,46,44,-0.4966944770582433,-1.0442704566557701,0.46430641563522324,180.9508439515846,16.284273213785465
481,47,43,-0.22585612167487312,-1.421400451290591,0.46430641563522324,181.41515036721984,16.326057448453863
482,48,43,0.04498223370849708,-1.421400451290591,0.2708383553833702,181.6859887226032,16.3504309505582
483,49,43,0.3158205890918673,-1.421400451290591,0.2708383553833702,181.9568270779866,16.374804452662534
484,48,44,0.04498223370849708,-1.0442704566557701,0.46430641563522324,182.42113349362182,16.416588687330933
485,47,45,-0.22585612167487312,-0.6671404620209493,0.46430641563522324,182.88543990925706,16.45837292199933
486,46,46,-0.4966944770582433,-0.29001046738612857,0.46430641563522324,183.3497463248923,16.50015715666773
487,45,47,-0.7675328324416135,0.08711952724869221,0.46430641563522324,183.81405274052753,16.541941391336128
488,44,47,-1.0383711878249837,0.08711952724869221,0.2708383553833702,184.0848910959109,16.566314893440463
489,43,47,-1.309209543208354,0.08711952724869221,0.2708383553833702,184.35572945129428,16.5906883955448
490,42,48,-1.5800478985917223,0.46424952188351654,0.46430641563522507,184.82003586692952,16.632472630213197
491,41,48,-1.8508862539750925,0.46424952188351654,0.2708383553833702,185.0908742223129,16.656846132317533
492,40,48,-2.1217246093584627,0.46424952188351654,0.2708383553833702,185.36171257769627,16.68121963442187
493,39,48,-2.392562964741833,0.46424952188351654,0.2708383553833702,185.63255093307964,16.705593136526204
494,38,48,-2.663401320125203,0.46424952188351654,0.2708383553833702,185.90338928846302,16.72996663863054
495,37,49,-2.9342396755085733,0.8413795165183373,0.46430641563522324,186.36769570409825,16.771750873298938
496,36,48,-3.2050780308919435,0.46424952188351654,0.46430641563522324,186.8320021197335,16.813535107967336
497,36,47,-3.2050780308919435,0.08711952724869221,0.37712999463482433,187.20913211436832,16.84747409236572
498,35,46,-3.4759163862753137,-0.29001046738612857,0.46430641563522324,187.67343853000355,16.889258327034117
499,34,47,-3.746754741658684,0.08711952724869221,0.46430641563522324,188.1377449456388,16.931042561702515
500,34,48,-3.746754741658684,0.46424952188351654,0.37712999463482433,188.51487494027361,16.964981546100898
501,35,49,-3.4759163862753137,0.8413795165183373,0.46430641563522324,188.97918135590885,17.006765780769296
502,35,48,-3.4759163862753137,0.46424952188351654,0.3771299946348208,189.35631135054368,17.04070476516768
503,35,47,-3.4759163862753137,0.08711952724869221,0.37712999463482433,189.7334413451785,17.07464374956606
504,34,46,-3.746754741658684,-0.29001046738612857,0.46430641563522324,190.19774776081374,17.11642798423446
505,33,46,-4.017593097042054,-0.29001046738612857,0.2708383553833702,190.46858611619712,17.140801486338795
506,32,47,-4.288431452425424,0.08711952724869221,0.46430641563522324,190.93289253183235,17.182585721007193
507,32,48,-4.288431452425424,0.46424952188351654,0.37712999463482433,191.31002252646718,17.216524705405575
508,33,49,-4.017593097042054,0.8413795165183373,0.46430641563522324,191.77432894210241,17.258308940073974
509,33,48,-4.017593097042054,0.46424952188351654,0.3771299946348208,192.15145893673724,17.292247924472356
510,33,47,-4.017593097042054,0.08711952724869221,0.37712999463482433,192.52858893137207,17.32618690887074
511,34,48,-3.746754741658684,0.46424952188351654,0.4643064156352261,192.9928953470073,17.367971143539137
512,34,49,-3.746754741658684,0.8413795165183373,0.3771299946348208,193.37002534164213,17.40191012793752
513,35,49,-3.4759163862753137,0.8413795165183373,0.2708383553833702,193.6408636970255,17.426283630041855
514,36,49,-3.2050780308919435,0.8413795165183373,0.2708383553833702,193.91170205240888,17.45065713214619
515,37,48,-2.9342396755085733,0.46424952188351654,0.46430641563522324,194.37600846804412,17.49244136681459
516,37,47,-2.9342396755085733,0.08711952724869221,0.37712999463482433,194.75313846267895,17.52638035121297
517,36,46,-3.2050780308919435,-0.29001046738612857,0.46430641563522324,195.21744487831418,17.56816458588137
518,37,46,-2.9342396755085733,-0.29001046738612857,0.2708383553833702,195.48828323369756,17.592538087985705
519,36,45,-3.2050780308919435,-0.6671404620209493,0.46430641563522324,195.9525896493328,17.634322322654103
520,35,45,-3.4759163862753137,-0.6671404620209493,0.2708383553833702,196.22342800471617,17.65869582475844
521,34,45,-3.746754741658684,-0.6671404620209493,0.2708383553833702,196.49426636009954,17.683069326862775
522,33,46,-4.017593097042054,-0.29001046738612857,0.46430641563522324,196.95857277573478,17.724853561531173
523,32,47,-4.288431452425424,0.08711952724869221,0.46430641563522324,197.42287919137001,17.76663779619957
524,32,48,-4.288431452425424,0.46424952188351654,0.37712999463482433,197.80000918600484,17.800576780597954
525,32,49,-4.288431452425424,0.8413795165183373,0.3771299946348208,198.17713918063967,17.834515764996336
526,33,49,-4.017593097042054,0.8413795165183373,0.2708383553833702,198.44797753602305,17.858889267100672
527,34,49,-3.746754741658684,0.8413795165183373,0.2708383553833702,198.71881589140642,17.883262769205007
528,35,49,-3.4759163862753137,0.8413795165183373,0.2708383553833702,198.9896542467898,17.907636271309343
529,36,49,-3.2050780308919435,0.8413795165183373,0.2708383553833702,199.26049260217317,17.93200977341368
530,37,49,-2.9342396755085733,0.8413795165183373,0.2708383553833702,199.53133095755655,17.956383275518014
531,38,49,-2.663401320125203,0.8413795165183373,0.2708383553833702,199.80216931293992,17.98075677762235
532,37,48,-2.9342396755085733,0.46424952188351654,0.46430641563522324,200.26647572857516,18.02254101229075
533,36,47,-3.2050780308919435,0.08711952724869221,0.4643064156352261,200.7307821442104,18.064325246959147
534,35,46,-3.4759163862753137,-0.29001046738612857,0.46430641563522324,201.19508855984563,18.106109481627545
535,34,45,-3.746754741658684,-0.6671404620209493,0.46430641563522324,201.65939497548086,18.147893716295943
536,33,44,-4.017593097042054,-1.0442704566557701,0.46430641563522324,202.1237013911161,18.18967795096434
537,32,43,-4.288431452425424,-1.421400451290591,0.46430641563522324,202.58800780675134,18.23146218563274
538,31,42,-4.559269807808793,-1.7985304459254152,0.46430641563522507,203.05231422238657,18.273246420301138
539,30,41,-4.830108163192163,-2.175660440560236,0.46430641563522324,203.5166206380218,18.315030654969537
540,29,40,-5.100946518575534,-2.5527904351950568,0.4643064156352238,203.98092705365704,18.356814889637935
541,28,39,-5.371784873958903,-2.9299204298298793,0.4643064156352242,204.44523346929228,18.398599124306333
542,27,38,-5.642623229342274,-3.3070504244647,0.46430641563522324,204.9095398849275,18.44038335897473
543,26,37,-5.913461584725644,-3.6841804190995227,0.4643064156352247,205.37384630056275,18.48216759364313
544,25,36,-6.184299940109014,-4.061310413734343,0.46430641563522324,205.83815271619798,18.523951828311528
545,24,35,-6.455138295492384,-4.438440408369164,0.46430641563522324,206.30245913183322,18.565736062979926
546,23,35,-6.7259766508757535,-4.438440408369164,0.2708383553833693,206.5732974872166,18.590109565084262
547,22,35,-6.996815006259124,-4.438440408369164,0.2708383553833702,206.84413584259997,18.614483067188598
548,21,34,-7.267653361642494,-4.815570403003987,0.4643064156352247,207.3084422582352,18.656267301856996
549,20,34,-7.538491717025864,-4.815570403003987,0.2708383553833702,207.57928061361858,18.68064080396133
550,19,34,-7.809330072409234,-4.815570403003987,0.2708383553833702,207.85011896900195,18.705014306065667
551,18,34,-8.080168427792604,-4.815570403003987,0.2708383553833693,208.12095732438533,18.729387808170003
552,17,34,-8.351006783175974,-4.815570403003987,0.2708383553833702,208.3917956797687,18.75376131027434
553,16,34,-8.621845138559344,-4.815570403003987,0.2708383553833702,208.66263403515208,18.778134812378674
554,15,35,-8.892683493942714,-4.438440408369164,0.4643064156352247,209.12694045078732,18.819919047047073
555,15,36,-8.892683493942714,-4.061310413734343,0.3771299946348208,209.50407044542214,18.853858031445455
556,14,37,-9.163521849326084,-3.6841804190995227,0.46430641563522324,209.96837686105738,18.895642266113853
557,14,38,-9.163521849326084,-3.3070504244647,0.37712999463482255,210.3455068556922,18.929581250512236
