order,grid_x,grid_y,x_km,y_km,segment_dist_km,cum_dist_km,eta_hour_from_start
558,13,37,-9.434360204709455,-3.6841804190995227,0.4643064156352247,210.80981327132744,18.971365485180634
559,13,36,-9.434360204709455,-4.061310413734343,0.3771299946348208,211.18694326596227,19.005304469579016
560,14,36,-9.163521849326084,-4.061310413734343,0.2708383553833702,211.45778162134565,19.029677971683352
561,14,35,-9.163521849326084,-4.438440408369164,0.3771299946348208,211.83491161598047,19.063616956081734
562,15,34,-8.892683493942714,-4.815570403003987,0.4643064156352247,212.2992180316157,19.105401190750133
563,16,35,-8.621845138559344,-4.438440408369164,0.4643064156352247,212.76352444725094,19.14718542541853
564,16,36,-8.621845138559344,-4.061310413734343,0.3771299946348208,213.14065444188577,19.181124409816913
565,15,37,-8.892683493942714,-3.6841804190995227,0.46430641563522324,213.604960857521,19.22290864448531
566,15,38,-8.892683493942714,-3.3070504244647,0.37712999463482255,213.98209085215584,19.256847628883694
567,14,39,-9.163521849326084,-2.9299204298298793,0.46430641563522324,214.44639726779107,19.298631863552092
568,13,39,-9.434360204709455,-2.9299204298298793,0.2708383553833702,214.71723562317445,19.323005365656428
569,12,38,-9.705198560092825,-3.3070504244647,0.46430641563522324,215.18154203880968,19.364789600324826
570,13,38,-9.434360204709455,-3.3070504244647,0.2708383553833702,215.45238039419306,19.389163102429162
571,14,37,-9.163521849326084,-3.6841804190995227,0.4643064156352247,215.9166868098283,19.43094733709756
572,15,36,-8.892683493942714,-4.061310413734343,0.46430641563522324,216.38099322546353,19.47273157176596
573,15,35,-8.892683493942714,-4.438440408369164,0.3771299946348208,216.75812322009835,19.50667055616434
574,15,34,-8.892683493942714,-4.815570403003987,0.37712999463482255,217.13525321473318,19.540609540562723
575,15,33,-8.892683493942714,-5.1927003976388075,0.3771299946348208,217.512383209368,19.574548524961106
576,16,33,-8.621845138559344,-5.1927003976388075,0.2708383553833702,217.7832215647514,19.59892202706544
577,17,33,-8.351006783175974,-5.1927003976388075,0.2708383553833702,218.05405992013476,19.623295529169777
578,16,34,-8.621845138559344,-4.815570403003987,0.46430641563522324,218.51836633577,19.665079763838175
579,15,35,-8.892683493942714,-4.438440408369164,0.4643064156352247,218.98267275140523,19.706863998506574
580,14,36,-9.163521849326084,-4.061310413734343,0.46430641563522324,219.44697916704047,19.748648233174972
581,14,37,-9.163521849326084,-3.6841804190995227,0.3771299946348208,219.8241091616753,19.782587217573354
582,14,38,-9.163521849326084,-3.3070504244647,0.37712999463482255,220.20123915631012,19.816526201971737
583,14,39,-9.163521849326084,-2.9299204298298793,0.3771299946348208,220.57836915094495,19.85046518637012
584,14,40,-9.163521849326084,-2.5527904351950568,0.37712999463482255,220.95549914557978,19.8844041707685
585,15,41,-8.892683493942714,-2.175660440560236,0.46430641563522324,221.41980556121501,19.9261884054369
586,16,41,-8.621845138559344,-2.175660440560236,0.2708383553833702,221.6906439165984,19.950561907541235
587,17,41,-8.351006783175974,-2.175660440560236,0.2708383553833702,221.96148227198177,19.97493540964557
588,18,41,-8.080168427792604,-2.175660440560236,0.2708383553833702,222.23232062736514,19.999308911749907
589,18,40,-8.080168427792604,-2.5527904351950568,0.3771299946348208,222.60945062199997,20.03324789614829
590,19,40,-7.809330072409234,-2.5527904351950568,0.2708383553833693,222.88028897738334,20.057621398252625
591,19,41,-7.809330072409234,-2.175660440560236,0.3771299946348208,223.25741897201817,20.091560382651007
592,20,41,-7.538491717025864,-2.175660440560236,0.2708383553833702,223.52825732740155,20.115933884755343
593,20,40,-7.538491717025864,-2.5527904351950568,0.3771299946348208,223.90538732203638,20.149872869153725
594,19,39,-7.809330072409234,-2.9299204298298793,0.4643064156352247,224.3696937376716,20.191657103822124
595,19,38,-7.809330072409234,-3.3070504244647,0.3771299946348208,224.74682373230644,20.225596088220506
596,20,38,-7.538491717025864,-3.3070504244647,0.2708383553833702,225.0176620876898,20.24996959032484
597,20,39,-7.538491717025864,-2.9299204298298793,0.3771299946348208,225.39479208232464,20.283908574723224
598,21,40,-7.267653361642494,-2.5527904351950568,0.4643064156352247,225.85909849795988,20.325692809391622
599,21,41,-7.267653361642494,-2.175660440560236,0.3771299946348208,226.2362284925947,20.359631793790005
600,21,42,-7.267653361642494,-1.7985304459254152,0.3771299946348208,226.61335848722953,20.393570778188387
601,20,42,-7.538491717025864,-1.7985304459254152,0.2708383553833702,226.8841968426129,20.417944280292723
602,19,42,-7.809330072409234,-1.7985304459254152,0.2708383553833702,227.15503519799628,20.44231778239706
603,18,42,-8.080168427792604,-1.7985304459254152,0.2708383553833693,227.42587355337966,20.466691284501394
604,17,42,-8.351006783175974,-1.7985304459254152,0.2708383553833702,227.69671190876304,20.49106478660573
605,18,41,-8.080168427792604,-2.175660440560236,0.46430641563522324,228.16101832439827,20.532849021274128
606,18,40,-8.080168427792604,-2.5527904351950568,0.3771299946348208,228.5381483190331,20.56678800567251
607,18,39,-8.080168427792604,-2.9299204298298793,0.37712999463482255,228.91527831366793,20.600726990070893
608,19,38,-7.809330072409234,-3.3070504244647,0.46430641563522274,229.37958472930316,20.64251122473929
609,20,37,-7.538491717025864,-3.6841804190995227,0.4643064156352247,229.8438911449384,20.68429545940769
610,20,36,-7.538491717025864,-4.061310413734343,0.3771299946348208,230.22102113957322,20.71823444380607
611,21,37,-7.267653361642494,-3.6841804190995227,0.46430641563522324,230.68532755520846,20.76001867847447
612,22,38,-6.996815006259124,-3.3070504244647,0.4643064156352247,231.1496339708437,20.80180291314287
613,22,39,-6.996815006259124,-2.9299204298298793,0.3771299946348208,231.52676396547852,20.83574189754125
614,22,40,-6.996815006259124,-2.5527904351950568,0.37712999463482255,231.90389396011335,20.869680881939633
615,22,41,-6.996815006259124,-2.175660440560236,0.3771299946348208,232.28102395474818,20.903619866338015
616,22,42,-6.996815006259124,-1.7985304459254152,0.3771299946348208,232.658153949383,20.937558850736398
617,21,41,-7.267653361642494,-2.175660440560236,0.46430641563522324,233.12246036501824,20.979343085404796
618,20,40,-7.538491717025864,-2.5527904351950568,0.46430641563522324,233.58676678065348,21.021127320073195
619,19,39,-7.809330072409234,-2.9299204298298793,0.4643064156352247,234.0510731962887,21.062911554741593
620,18,38,-8.080168427792604,-3.3070504244647,0.46430641563522274,234.51537961192395,21.10469578940999
621,17,37,-8.351006783175974,-3.6841804190995227,0.4643064156352247,234.97968602755918,21.14648002407839
622,16,36,-8.621845138559344,-4.061310413734343,0.46430641563522324,235.44399244319442,21.188264258746788
623,15,35,-8.892683493942714,-4.438440408369164,0.46430641563522324,235.90829885882965,21.230048493415186
624,14,34,-9.163521849326084,-4.815570403003987,0.4643064156352247,236.3726052744649,21.271832728083584
625,13,33,-9.434360204709455,-5.1927003976388075,0.46430641563522324,236.83691169010012,21.313616962751983
626,12,32,-9.705198560092825,-5.56983039227363,0.4643064156352247,237.30121810573536,21.35540119742038
627,11,31,-9.976036915476193,-5.946960386908451,0.46430641563522224,237.7655245213706,21.397185432088776
628,10,32,-10.246875270859565,-5.56983039227363,0.4643064156352243,238.22983093700583,21.438969666757174
629,10,33,-10.246875270859565,-5.1927003976388075,0.37712999463482255,238.60696093164066,21.472908651155556
630,9,34,-10.517713626242934,-4.815570403003987,0.46430641563522224,239.0712673472759,21.51469288582395
631,9,33,-10.517713626242934,-5.1927003976388075,0.3771299946348208,239.44839734191072,21.548631870222334
632,9,32,-10.517713626242934,-5.56983039227363,0.37712999463482255,239.82552733654555,21.582570854620716
633,9,31,-10.517713626242934,-5.946960386908451,0.3771299946348208,240.20265733118038,21.6165098390191
634,10,31,-10.246875270859565,-5.946960386908451,0.2708383553833684,240.47349568656375,21.640883341123434
635,11,30,-9.976036915476193,-6.324090381543273,0.46430641563522573,240.937802102199,21.682667575791832
636,12,30,-9.705198560092825,-6.324090381543273,0.2708383553833684,241.20864045758236,21.707041077896168
637,12,31,-9.705198560092825,-5.946960386908451,0.37712999463482255,241.5857704522172,21.74098006229455
638,11,32,-9.976036915476193,-5.56983039227363,0.46430641563522224,242.05007686785243,21.782764296962945
639,11,33,-9.976036915476193,-5.1927003976388075,0.37712999463482255,242.42720686248725,21.816703281361328
640,10,34,-10.246875270859565,-4.815570403003987,0.4643064156352243,242.8915132781225,21.858487516029726
641,9,35,-10.517713626242934,-4.438440408369164,0.4643064156352236,243.35581969375772,21.900271750698124
642,8,34,-10.788551981626304,-4.815570403003987,0.4643064156352247,243.82012610939296,21.942055985366522
643,8,33,-10.788551981626304,-5.1927003976388075,0.3771299946348208,244.1972561040278,21.975994969764905
644,8,32,-10.788551981626304,-5.56983039227363,0.37712999463482255,244.57438609866261,22.009933954163287
645,7,33,-11.059390337009674,-5.1927003976388075,0.4643064156352247,245.03869251429785,22.051718188831686
646,7,34,-11.059390337009674,-4.815570403003987,0.3771299946348208,245.41582250893268,22.085657173230068
647,8,33,-10.788551981626304,-5.1927003976388075,0.46430641563522324,245.8801289245679,22.127441407898466
648,9,32,-10.517713626242934,-5.56983039227363,0.4643064156352247,246.34443534020315,22.169225642566865
649,10,31,-10.246875270859565,-5.946960386908451,0.46430641563522224,246.80874175583838,22.21100987723526
650,11,31,-9.976036915476193,-5.946960386908451,0.270838355383372,247.07958011122176,22.235383379339595
651,12,31,-9.705198560092825,-5.946960386908451,0.2708383553833684,247.35041846660513,22.25975688144393
652,13,31,-9.434360204709455,-5.946960386908451,0.2708383553833702,247.6212568219885,22.284130383548266
653,13,30,-9.434360204709455,-6.324090381543273,0.37712999463482255,247.99838681662334,22.31806936794665
654,14,31,-9.163521849326084,-5.946960386908451,0.4643064156352247,248.46269323225857,22.359853602615047
655,13,32,-9.434360204709455,-5.56983039227363,0.46430641563522324,248.9269996478938,22.401637837283445
656,12,33,-9.705198560092825,-5.1927003976388075,0.4643064156352247,249.39130606352904,22.443422071951844
657,12,34,-9.705198560092825,-4.815570403003987,0.3771299946348208,249.76843605816387,22.477361056350226
658,12,35,-9.705198560092825,-4.438440408369164,0.37712999463482255,250.1455660527987,22.51130004074861
659,11,35,-9.976036915476193,-4.438440408369164,0.2708383553833684,250.41640440818207,22.535673542852944
660,10,35,-10.246875270859565,-4.438440408369164,0.270838355383372,250.68724276356545,22.56004704495728
661,10,36,-10.246875270859565,-4.061310413734343,0.3771299946348208,251.06437275820028,22.593986029355662
662,11,37,-9.976036915476193,-3.6841804190995227,0.4643064156352243,251.5286791738355,22.63577026402406
663,12,37,-9.705198560092825,-3.6841804190995227,0.2708383553833684,251.7995175292189,22.660143766128396
664,12,36,-9.705198560092825,-4.061310413734343,0.3771299946348208,252.17664752385372,22.69408275052678
665,13,35,-9.434360204709455,-4.438440408369164,0.46430641563522324,252.64095393948895,22.735866985195177
666,13,34,-9.434360204709455,-4.815570403003987,0.37712999463482255,253.01808393412378,22.76980596959356
667,14,33,-9.163521849326084,-5.1927003976388075,0.46430641563522324,253.48239034975902,22.811590204261957
668,14,32,-9.163521849326084,-5.56983039227363,0.37712999463482255,253.85952034439384,22.84552918866034
669,15,31,-8.892683493942714,-5.946960386908451,0.46430641563522324,254.32382676002908,22.887313423328738
670,14,32,-9.163521849326084,-5.56983039227363,0.46430641563522324,254.7881331756643,22.929097657997136
671,13,33,-9.434360204709455,-5.1927003976388075,0.4643064156352247,255.25243959129955,22.970881892665535
672,12,34,-9.705198560092825,-4.815570403003987,0.46430641563522324,255.71674600693478,23.012666127333933
673,11,35,-9.976036915476193,-4.438440408369164,0.4643064156352236,256.18105242257,23.05445036200233
674,10,36,-10.246875270859565,-4.061310413734343,0.4643064156352243,256.64535883820525,23.09623459667073
675,9,36,-10.517713626242934,-4.061310413734343,0.2708383553833684,256.91619719358863,23.120608098775065
676,10,37,-10.246875270859565,-3.6841804190995227,0.46430641563522224,257.38050360922387,23.16239233344346
677,11,36,-9.976036915476193,-4.061310413734343,0.4643064156352243,257.8448100248591,23.20417656811186
678,11,35,-9.976036915476193,-4.438440408369164,0.3771299946348208,258.2219400194939,23.23811555251024
679,11,34,-9.976036915476193,-4.815570403003987,0.37712999463482255,258.5990700141287,23.272054536908623
680,12,35,-9.705198560092825,-4.438440408369164,0.4643064156352236,259.06337642976393,23.31383877157702
681,13,36,-9.434360204709455,-4.061310413734343,0.46430641563522324,259.52768284539917,23.35562300624542
682,14,37,-9.163521849326084,-3.6841804190995227,0.46430641563522324,259.9919892610344,23.397407240913818
683,15,38,-8.892683493942714,-3.3070504244647,0.4643064156352247,260.45629567666964,23.439191475582216
684,15,39,-8.892683493942714,-2.9299204298298793,0.3771299946348208,260.83342567130444,23.4731304599806
685,16,39,-8.621845138559344,-2.9299204298298793,0.2708383553833702,261.1042640266878,23.497503962084934
686,16,38,-8.621845138559344,-3.3070504244647,0.3771299946348208,261.4813940213226,23.531442946483317
687,17,38,-8.351006783175974,-3.3070504244647,0.2708383553833702,261.752232376706,23.555816448587652
688,18,37,-8.080168427792604,-3.6841804190995227,0.4643064156352247,262.2165387923412,23.59760068325605
689,18,36,-8.080168427792604,-4.061310413734343,0.3771299946348208,262.593668786976,23.631539667654433
690,18,35,-8.080168427792604,-4.438440408369164,0.3771299946348208,262.9707987816108,23.665478652052816
691,17,36,-8.351006783175974,-4.061310413734343,0.46430641563522324,263.43510519724606,23.707262886721214
692,17,35,-8.351006783175974,-4.438440408369164,0.3771299946348208,263.81223519188086,23.741201871119596
693,18,35,-8.080168427792604,-4.438440408369164,0.2708383553833702,264.08307354726423,23.765575373223932
694,19,35,-7.809330072409234,-4.438440408369164,0.2708383553833693,264.3539119026476,23.789948875328268
695,19,36,-7.809330072409234,-4.061310413734343,0.3771299946348208,264.7310418972824,23.82388785972665
696,18,37,-8.080168427792604,-3.6841804190995227,0.46430641563522274,265.19534831291764,23.865672094395048
697,17,38,-8.351006783175974,-3.3070504244647,0.4643064156352247,265.6596547285529,23.907456329063447
698,17,39,-8.351006783175974,-2.9299204298298793,0.3771299946348208,266.0367847231877,23.94139531346183
699,16,40,-8.621845138559344,-2.5527904351950568,0.4643064156352247,266.5010911388229,23.983179548130227
700,17,40,-8.351006783175974,-2.5527904351950568,0.2708383553833702,266.7719294942063,24.007553050234563
701,16,40,-8.621845138559344,-2.5527904351950568,0.2708383553833702,267.04276784958967,24.0319265523389
702,15,40,-8.892683493942714,-2.5527904351950568,0.2708383553833702,267.31360620497304,24.056300054443234
703,16,39,-8.621845138559344,-2.9299204298298793,0.4643064156352247,267.7779126206083,24.098084289111632
704,16,38,-8.621845138559344,-3.3070504244647,0.3771299946348208,268.1550426152431,24.132023273510015
705,16,37,-8.621845138559344,-3.6841804190995227,0.37712999463482255,268.5321726098779,24.165962257908397
706,17,37,-8.351006783175974,-3.6841804190995227,0.2708383553833702,268.80301096526125,24.190335760012733
707,18,37,-8.080168427792604,-3.6841804190995227,0.2708383553833702,269.0738493206446,24.21470926211707
708,19,37,-7.809330072409234,-3.6841804190995227,0.2708383553833693,269.344687676028,24.239082764221404
709,20,38,-7.538491717025864,-3.3070504244647,0.4643064156352247,269.80899409166324,24.280866998889802
710,21,39,-7.267653361642494,-2.9299204298298793,0.46430641563522324,270.2733005072985,24.3226512335582
711,22,40,-6.996815006259124,-2.5527904351950568,0.4643064156352247,270.7376069229337,24.3644354682266
712,23,41,-6.7259766508757535,-2.175660440560236,0.46430641563522324,271.20191333856894,24.406219702894997
713,24,42,-6.455138295492384,-1.7985304459254152,0.46430641563522274,271.6662197542042,24.448003937563396
714,25,42,-6.184299940109014,-1.7985304459254152,0.2708383553833702,271.93705810958755,24.47237743966773
715,26,42,-5.913461584725644,-1.7985304459254152,0.2708383553833702,272.20789646497093,24.496750941772067
716,27,42,-5.642623229342274,-1.7985304459254152,0.2708383553833702,272.4787348203543,24.521124443876403
717,28,42,-5.371784873958903,-1.7985304459254152,0.2708383553833702,272.7495731757377,24.54549794598074
718,29,42,-5.100946518575534,-1.7985304459254152,0.2708383553833693,273.02041153112106,24.569871448085074
719,30,42,-4.830108163192163,-1.7985304459254152,0.2708383553833711,273.29124988650443,24.59424495018941
720,31,42,-4.559269807808793,-1.7985304459254152,0.2708383553833702,273.5620882418878,24.618618452293745
721,32,42,-4.288431452425424,-1.7985304459254152,0.2708383553833684,273.8329265972712,24.64299195439808
722,33,42,-4.017593097042054,-1.7985304459254152,0.2708383553833702,274.10376495265456,24.667365456502417
723,34,42,-3.746754741658684,-1.7985304459254152,0.2708383553833702,274.37460330803793,24.691738958606752
724,35,42,-3.4759163862753137,-1.7985304459254152,0.2708383553833702,274.6454416634213,24.716112460711088
725,36,42,-3.2050780308919435,-1.7985304459254152,0.2708383553833702,274.9162800188047,24.740485962815423
726,37,42,-2.9342396755085733,-1.7985304459254152,0.2708383553833702,275.18711837418806,24.76485946491976
727,36,41,-3.2050780308919435,-2.175660440560236,0.46430641563522324,275.6514247898233,24.806643699588157
728,37,41,-2.9342396755085733,-2.175660440560236,0.2708383553833702,275.92226314520667,24.831017201692493
729,38,42,-2.663401320125203,-1.7985304459254152,0.46430641563522324,276.3865695608419,24.87280143636089
730,37,43,-2.9342396755085733,-1.421400451290591,0.4643064156352261,276.85087597647714,24.91458567102929
731,36,44,-3.2050780308919435,-1.0442704566557701,0.46430641563522324,277.3151823921124,24.956369905697688
732,35,44,-3.4759163862753137,-1.0442704566557701,0.2708383553833702,277.58602074749575,24.980743407802024
733,34,44,-3.746754741658684,-1.0442704566557701,0.2708383553833702,277.8568591028791,25.00511690990636
734,35,44,-3.4759163862753137,-1.0442704566557701,0.2708383553833702,278.1276974582625,25.029490412010695
735,36,44,-3.2050780308919435,-1.0442704566557701,0.2708383553833702,278.3985358136459,25.05386391411503
736,37,44,-2.9342396755085733,-1.0442704566557701,0.2708383553833702,278.66937416902925,25.078237416219366
737,37,45,-2.9342396755085733,-0.6671404620209493,0.3771299946348208,279.04650416366405,25.11217640061775
738,36,44,-3.2050780308919435,-1.0442704566557701,0.46430641563522324,279.5108105792993,25.153960635286147
739,35,43,-3.4759163862753137,-1.421400451290591,0.46430641563522324,279.9751169949345,25.195744869954545
740,35,42,-3.4759163862753137,-1.7985304459254152,0.37712999463482433,280.3522469895693,25.229683854352928
741,35,41,-3.4759163862753137,-2.175660440560236,0.3771299946348208,280.7293769842041,25.26362283875131
